gene	cell_type	n_ad_with_reads	n_ct_with_reads	n_ad_total	n_ct_total	jackknife_max_change_ratio	jackknife_worst_donor	direction_consistency	dominant_isoform	verdict	note
SYNDIG1	Excitatory_neuron	10	8	13	8	0.7353	PO28	0.4	SYNDIG1-201	FAIL	Jackknife 0.74 ≥ 0.5; Direction 0.40 < 0.6
SYNE1	Excitatory_neuron	13	8	13	8	0.8627	PO42	0.4615	SYNE1-206	FAIL	Jackknife 0.86 ≥ 0.5; Direction 0.46 < 0.6
SYNGR1	Excitatory_neuron	7	6	13	8	1.1164	SMC049	0.5714	SYNGR1-207	FAIL	Jackknife 1.12 ≥ 0.5; Direction 0.57 < 0.6
SYNGR2	Excitatory_neuron	7	5	13	8	0.9528	SMC049	0.4286	SYNGR2-201	FAIL	Jackknife 0.95 ≥ 0.5; Direction 0.43 < 0.6
SYNM	Excitatory_neuron	6	5	13	8	1.0883	SMC049	0.1667	SYNM-203	FAIL	Jackknife 1.09 ≥ 0.5; Direction 0.17 < 0.6
SYNPO2	Excitatory_neuron	8	7	13	8	0.4305	PO41	0.625	SYNPO2-201	PASS	
SYP	Excitatory_neuron	12	8	13	8	1.0063	SMC049	0.4167	SYP-208	FAIL	Jackknife 1.01 ≥ 0.5; Direction 0.42 < 0.6
SYT1	Excitatory_neuron	13	8	13	8	0.5184	SMC038	0.2308	SYT1-201	FAIL	Jackknife 0.52 ≥ 0.5; Direction 0.23 < 0.6
SYT14	Excitatory_neuron	11	8	13	8	0.7213	SMC038	0.5455	SYT14-202	FAIL	Jackknife 0.72 ≥ 0.5; Direction 0.55 < 0.6
SYT17	Excitatory_neuron	11	8	13	8	0.4275	SMC036	0.8182	SYT17-201	PASS	
SYT3	Excitatory_neuron	9	6	13	8	0.3872	PO28	0.4444	SYT3-206	FAIL	Direction 0.44 < 0.6
SYTL2	Excitatory_neuron	13	7	13	8	0.2426	PO11	0.6154	SYTL2-202	PASS	
SZT2	Excitatory_neuron	10	7	13	8	0.3546	SMC038	0.9	SZT2-212	PASS	
TAB2	Excitatory_neuron	8	5	13	8	0.2685	PO28	0.875	TAB2-208	PASS	
TAB3	Excitatory_neuron	8	6	13	8	0.3591	SMC049	0.625	TAB3-201	PASS	
TACC1	Excitatory_neuron	12	8	13	8	1.6769	SMC049	0.8333	TACC1-202	FAIL	Jackknife 1.68 ≥ 0.5
TACC2	Excitatory_neuron	10	7	13	8	0.3547	PO28	0.8	TACC2-213	PASS	
TADA2B	Excitatory_neuron	10	8	13	8	0.0493	PO11	0.9	TADA2B-201	PASS	
TADA3	Excitatory_neuron	10	8	13	8	1.0771	SMC049	0.4	TADA3-205	FAIL	Jackknife 1.08 ≥ 0.5; Direction 0.40 < 0.6
TAF1	Excitatory_neuron	8	6	13	8	0.7357	PO41	0.5	TAF1-221	FAIL	Jackknife 0.74 ≥ 0.5; Direction 0.50 < 0.6
TAF11	Excitatory_neuron	10	6	13	8	0.6828	SMC049	0.7	TAF11-204	FAIL	Jackknife 0.68 ≥ 0.5
TAF12	Excitatory_neuron	6	4	13	8	0.0367	SMC038	0.8333	TAF12-202	PASS	
TAF15	Excitatory_neuron	12	8	13	8	0.3457	SMC038	0.5	TAF15-214	FAIL	Direction 0.50 < 0.6
TAF1C	Excitatory_neuron	10	6	13	8	0.0477	SMC049	0.9	TAF1C-212	PASS	
TAF2	Excitatory_neuron	9	8	13	8	0.0878	SMC038	0.8889	TAF2-201	PASS	
TAF3	Excitatory_neuron	12	8	13	8	0.32	PO41	0.6667	TAF3-202	PASS	
TAF6	Excitatory_neuron	11	7	13	8	0.2117	PO28	0.5455	TAF6-246	FAIL	Direction 0.55 < 0.6
TAF9	Excitatory_neuron	11	7	13	8	0.0379	SMC038	0.7273	TAF9-209	PASS	
TAFA5	Excitatory_neuron	10	8	13	8	0.6914	SMC049	0.6	transcript64281.chr22.nic	FAIL	Jackknife 0.69 ≥ 0.5
TAFAZZIN	Excitatory_neuron	9	6	13	8	0.0183	SMC049	1.0	TAFAZZIN-211	PASS	
TAGAP-AS1	Excitatory_neuron	8	6	13	8	0.5151	PO41	0.5	transcript213199.chr6.nnic	FAIL	Jackknife 0.52 ≥ 0.5; Direction 0.50 < 0.6
TAGLN3	Excitatory_neuron	12	8	13	8	0.5781	SMC041	0.4167	TAGLN3-202	FAIL	Jackknife 0.58 ≥ 0.5; Direction 0.42 < 0.6
TALDO1	Excitatory_neuron	12	7	13	8	0.4467	SMC041	0.75	TALDO1-203	PASS	
TANC2	Excitatory_neuron	13	8	13	8	0.4118	PO41	0.5385	TANC2-207	FAIL	Direction 0.54 < 0.6
TANGO2	Excitatory_neuron	10	6	13	8	0.358	SMC049	0.5	TANGO2-217	FAIL	Direction 0.50 < 0.6
TAOK2	Excitatory_neuron	12	8	13	8	0.4939	PO28	0.4167	TAOK2-202	FAIL	Direction 0.42 < 0.6
TAOK3	Excitatory_neuron	12	8	13	8	0.6053	SMC049	0.5833	TAOK3-209	FAIL	Jackknife 0.61 ≥ 0.5; Direction 0.58 < 0.6
TAPBP	Excitatory_neuron	11	7	13	8	0.924	SMC039	0.3636	TAPBP-253	FAIL	Jackknife 0.92 ≥ 0.5; Direction 0.36 < 0.6
TAPT1	Excitatory_neuron	11	6	13	8	1.0	SMC029	0.0909	transcript28780.chr4.nnic	FAIL	Jackknife 1.00 ≥ 0.5; Direction 0.09 < 0.6
TARS2	Excitatory_neuron	9	8	13	8	0.2441	SMC041	0.5556	TARS2-204	FAIL	Direction 0.56 < 0.6
TASOR	Excitatory_neuron	11	7	13	8	0.9869	SMC049	0.1818	transcript97835.chr3.nnic	FAIL	Jackknife 0.99 ≥ 0.5; Direction 0.18 < 0.6
TASOR2	Excitatory_neuron	5	6	13	8	0.0441	PO41	1.0	TASOR2-216	PASS	
TATDN2	Excitatory_neuron	7	8	13	8	0.6601	SMC049	0.5714	TATDN2-201	FAIL	Jackknife 0.66 ≥ 0.5; Direction 0.57 < 0.6
TAX1BP1	Excitatory_neuron	13	8	13	8	0.5558	SMC032	0.8462	TAX1BP1-202	FAIL	Jackknife 0.56 ≥ 0.5
TBC1D10B	Excitatory_neuron	10	7	13	8	0.0351	SMC039	0.9	TBC1D10B-201	PASS	
TBC1D14	Excitatory_neuron	12	8	13	8	1.0208	SMC041	0.3333	TBC1D14-207	FAIL	Jackknife 1.02 ≥ 0.5; Direction 0.33 < 0.6
TBC1D20	Excitatory_neuron	9	6	13	8	1.0	SMC041	0.1111	TBC1D20-206	FAIL	Jackknife 1.00 ≥ 0.5; Direction 0.11 < 0.6
TBC1D23	Excitatory_neuron	10	6	13	8	0.6383	SMC038	0.5	TBC1D23-202	FAIL	Jackknife 0.64 ≥ 0.5; Direction 0.50 < 0.6
TBC1D24	Excitatory_neuron	8	6	13	8	0.3404	PO41	0.875	transcript8649.chr16.nnic	PASS	
TBC1D2B	Excitatory_neuron	10	7	13	8	0.2062	SMC039	0.8	transcript117131.chr15.nnic	PASS	
TBC1D5	Excitatory_neuron	9	8	13	8	0.8721	SMC049	0.4444	transcript31363.chr3.nnic	FAIL	Jackknife 0.87 ≥ 0.5; Direction 0.44 < 0.6
TBC1D7	Excitatory_neuron	10	6	13	8	0.0679	PO05	0.9	transcript15978.chr6.nnic	PASS	
TBC1D9B	Excitatory_neuron	11	8	13	8	0.3358	SMC049	0.7273	TBC1D9B-202	PASS	
TBCCD1	Excitatory_neuron	12	7	13	8	0.0		1.0	TBCCD1-201	PASS	
TBCE	Excitatory_neuron	9	7	13	8	0.1733	SMC049	0.7778	TBCE-228	PASS	
TBCEL	Excitatory_neuron	9	7	13	8	0.0		1.0	TBCEL-202	PASS	
TBCK	Excitatory_neuron	10	7	13	8	0.2552	PO41	0.8	TBCK-204	PASS	
TBK1	Excitatory_neuron	12	8	13	8	0.2944	SMC032	0.75	TBK1-248	PASS	
TBL2	Excitatory_neuron	10	7	13	8	0.3395	SMC041	0.4	transcript97347.chr7.nic	FAIL	Direction 0.40 < 0.6
TBRG4	Excitatory_neuron	11	7	13	8	0.2484	SMC049	0.3636	TBRG4-201	FAIL	Direction 0.36 < 0.6
TCAIM	Excitatory_neuron	8	7	13	8	0.2769	SMC049	0.875	TCAIM-205	PASS	
TCEA2	Excitatory_neuron	12	7	13	8	0.7449	SMC049	0.6667	TCEA2-202	FAIL	Jackknife 0.74 ≥ 0.5
TCEAL4	Excitatory_neuron	12	8	13	8	0.2081	SMC038	0.6667	TCEAL4-208	PASS	
TCERG1	Excitatory_neuron	13	8	13	8	0.3632	SMC049	0.7692	TCERG1-201	PASS	
TCF12	Excitatory_neuron	12	6	13	8	0.9663	SMC049	0.4167	TCF12-201	FAIL	Jackknife 0.97 ≥ 0.5; Direction 0.42 < 0.6
TCF4	Excitatory_neuron	13	8	13	8	0.891	SMC049	0.3846	TCF4-204	FAIL	Jackknife 0.89 ≥ 0.5; Direction 0.38 < 0.6
TCHP	Excitatory_neuron	7	6	13	8	0.2684	SMC049	0.8571	TCHP-204	PASS	
TCOF1	Excitatory_neuron	9	7	13	8	1.0	SMC038	0.1111	TCOF1-206	FAIL	Jackknife 1.00 ≥ 0.5; Direction 0.11 < 0.6
TCTN1	Excitatory_neuron	9	8	13	8	0.7876	SMC049	0.5556	TCTN1-224	FAIL	Jackknife 0.79 ≥ 0.5; Direction 0.56 < 0.6
TCTN3	Excitatory_neuron	9	5	13	8	0.7943	SMC049	0.8889	TCTN3-207	FAIL	Jackknife 0.79 ≥ 0.5
TDP1	Excitatory_neuron	7	5	13	8	0.6552	SMC049	0.5714	TDP1-201	FAIL	Jackknife 0.66 ≥ 0.5; Direction 0.57 < 0.6
TDRD3	Excitatory_neuron	10	6	13	8	1.0897	PO28	0.1	TDRD3-206	FAIL	Jackknife 1.09 ≥ 0.5; Direction 0.10 < 0.6
TDRKH	Excitatory_neuron	9	8	13	8	0.352	PO11	0.5556	TDRKH-203	FAIL	Direction 0.56 < 0.6
TECR	Excitatory_neuron	12	8	13	8	0.708	SMC049	0.5833	TECR-218	FAIL	Jackknife 0.71 ≥ 0.5; Direction 0.58 < 0.6
TEDC2	Excitatory_neuron	7	8	13	8	0.3996	SMC049	1.0	TEDC2-213	PASS	
TEF	Excitatory_neuron	8	6	13	8	0.7767	SMC038	0.5	TEF-201	FAIL	Jackknife 0.78 ≥ 0.5; Direction 0.50 < 0.6
TEFM	Excitatory_neuron	11	6	13	8	0.342	SMC049	0.8182	transcript49778.chr17.nnic	PASS	
TENM2	Excitatory_neuron	11	8	13	8	0.4257	SMC049	0.7273	TENM2-209	PASS	
TENM3	Excitatory_neuron	10	6	13	8	1.3096	SMC032	0.2	transcript214845.chr4.nic	FAIL	Jackknife 1.31 ≥ 0.5; Direction 0.20 < 0.6
TERF1	Excitatory_neuron	13	8	13	8	0.0624	SMC032	0.8462	TERF1-204	PASS	
TERF2	Excitatory_neuron	11	7	13	8	0.5413	SMC049	0.3636	TERF2-201	FAIL	Jackknife 0.54 ≥ 0.5; Direction 0.36 < 0.6
TET2	Excitatory_neuron	10	8	13	8	0.329	PO11	0.6	TET2-204	PASS	
TET3	Excitatory_neuron	9	8	13	8	0.3364	PO28	0.4444	transcript100510.chr2.nnic	FAIL	Direction 0.44 < 0.6
TFG	Excitatory_neuron	11	8	13	8	0.2434	SMC038	0.4545	TFG-201	FAIL	Direction 0.45 < 0.6
TFIP11-DT	Excitatory_neuron	9	8	13	8	0.8464	SMC049	0.2222	TFIP11-DT-202	FAIL	Jackknife 0.85 ≥ 0.5; Direction 0.22 < 0.6
TFRC	Excitatory_neuron	8	5	13	8	0.0		1.0	transcript317296.chr3.nic	PASS	
TGFBRAP1	Excitatory_neuron	8	6	13	8	1.2645	PO42	0.25	transcript225674.chr2.nnic	FAIL	Jackknife 1.26 ≥ 0.5; Direction 0.25 < 0.6
TGOLN2	Excitatory_neuron	12	8	13	8	0.4025	SMC049	0.4167	TGOLN2-202	FAIL	Direction 0.42 < 0.6
THADA	Excitatory_neuron	9	8	13	8	0.1803	SMC049	0.7778	THADA-207	PASS	
THAP6	Excitatory_neuron	10	4	13	8	0.5786	PO41	0.3	THAP6-201	FAIL	Jackknife 0.58 ≥ 0.5; Direction 0.30 < 0.6
THBS3	Excitatory_neuron	10	7	13	8	0.6229	SMC036	0.2	THBS3-201	FAIL	Jackknife 0.62 ≥ 0.5; Direction 0.20 < 0.6
THNSL1	Excitatory_neuron	12	7	13	8	1.3437	SMC049	0.25	THNSL1-201	FAIL	Jackknife 1.34 ≥ 0.5; Direction 0.25 < 0.6
THOC1	Excitatory_neuron	11	8	13	8	0.6234	PO28	0.5455	THOC1-206	FAIL	Jackknife 0.62 ≥ 0.5; Direction 0.55 < 0.6
THOC2	Excitatory_neuron	9	8	13	8	0.5967	PO28	0.5556	THOC2-201	FAIL	Jackknife 0.60 ≥ 0.5; Direction 0.56 < 0.6
THOC5	Excitatory_neuron	12	8	13	8	0.159	SMC038	0.75	THOC5-204	PASS	
THOC7	Excitatory_neuron	12	5	13	8	1.0358	SMC049	0.4167	THOC7-201	FAIL	Jackknife 1.04 ≥ 0.5; Direction 0.42 < 0.6
THOP1	Excitatory_neuron	12	8	13	8	0.4845	SMC049	0.6667	THOP1-201	PASS	
THRA	Excitatory_neuron	12	8	13	8	0.4336	SMC036	0.6667	THRA-203	PASS	
THRB	Excitatory_neuron	10	8	13	8	0.7535	PO11	0.3	THRB-219	FAIL	Jackknife 0.75 ≥ 0.5; Direction 0.30 < 0.6
THTPA	Excitatory_neuron	4	4	13	8					INSUFFICIENT_DATA	reads 있는 도너 부족: AD=4/5, CT=4/4
THUMPD1	Excitatory_neuron	13	8	13	8	1.0647	SMC049	0.6923	THUMPD1-202	FAIL	Jackknife 1.06 ≥ 0.5
THUMPD3	Excitatory_neuron	11	8	13	8	0.0726	SMC032	0.7273	transcript11901.chr3.nic	PASS	
THUMPD3-AS1	Excitatory_neuron	11	7	13	8	0.8508	SMC041	0.2727	THUMPD3-AS1-226	FAIL	Jackknife 0.85 ≥ 0.5; Direction 0.27 < 0.6
THY1	Excitatory_neuron	12	8	13	8	1.0021	SMC049	0.4167	THY1-210	FAIL	Jackknife 1.00 ≥ 0.5; Direction 0.42 < 0.6
TIA1	Excitatory_neuron	11	6	13	8	1.9334	SMC049	0.7273	TIA1-201	FAIL	Jackknife 1.93 ≥ 0.5
TIAM1	Excitatory_neuron	10	7	13	8	0.4194	SMC049	0.8	TIAM1-207	PASS	
TIMM21	Excitatory_neuron	11	7	13	8	0.2423	SMC041	0.9091	TIMM21-201	PASS	
TINF2	Excitatory_neuron	11	8	13	8	0.6123	SMC049	0.7273	TINF2-222	FAIL	Jackknife 0.61 ≥ 0.5
TJP2	Excitatory_neuron	10	8	13	8	0.8001	PO05	0.3	TJP2-210	FAIL	Jackknife 0.80 ≥ 0.5; Direction 0.30 < 0.6
TK2	Excitatory_neuron	7	6	13	8	1.3496	SMC049	0.2857	TK2-207	FAIL	Jackknife 1.35 ≥ 0.5; Direction 0.29 < 0.6
TKT	Excitatory_neuron	13	8	13	8	6.3382	SMC049	0.6154	TKT-207	FAIL	Jackknife 6.34 ≥ 0.5
TLCD5	Excitatory_neuron	9	7	13	8	0.6097	PO28	0.8889	TLCD5-202	FAIL	Jackknife 0.61 ≥ 0.5
TLE2	Excitatory_neuron	8	5	13	8	0.2246	SMC041	1.0	transcript7667.chr19.nnic	PASS	
TLE4	Excitatory_neuron	6	8	13	8	0.928	PO11	0.8333	transcript148885.chr9.nic	FAIL	Jackknife 0.93 ≥ 0.5
TLK2	Excitatory_neuron	10	8	13	8	0.1207	SMC049	0.9	TLK2-203	PASS	
TM2D3	Excitatory_neuron	13	8	13	8	0.3854	SMC049	0.5385	TM2D3-201	FAIL	Direction 0.54 < 0.6
TM7SF3	Excitatory_neuron	11	8	13	8	0.5589	SMC049	0.7273	TM7SF3-201	FAIL	Jackknife 0.56 ≥ 0.5
TM9SF2	Excitatory_neuron	10	5	13	8	0.4332	SMC049	0.6	TM9SF2-207	PASS	
TM9SF4	Excitatory_neuron	10	6	13	8	0.6801	SMC038	0.2	transcript38660.chr20.nic	FAIL	Jackknife 0.68 ≥ 0.5; Direction 0.20 < 0.6
TMCO1	Excitatory_neuron	11	8	13	8	0.2256	SMC049	0.5455	TMCO1-207	FAIL	Direction 0.55 < 0.6
TMED4	Excitatory_neuron	11	8	13	8	0.3106	SMC049	0.6364	TMED4-204	PASS	
TMEFF1	Excitatory_neuron	12	8	13	8	0.5429	SMC036	0.6667	TMEFF1-201	FAIL	Jackknife 0.54 ≥ 0.5
TMEFF2	Excitatory_neuron	10	7	13	8	0.3447	SMC049	0.7	TMEFF2-201	PASS	
TMEM106B	Excitatory_neuron	12	7	13	8	1.0852	SMC049	0.3333	TMEM106B-202	FAIL	Jackknife 1.09 ≥ 0.5; Direction 0.33 < 0.6
TMEM108	Excitatory_neuron	9	7	13	8	1.292	SMC049	0.3333	transcript230624.chr3.nnic	FAIL	Jackknife 1.29 ≥ 0.5; Direction 0.33 < 0.6
TMEM126B	Excitatory_neuron	11	6	13	8	0.1709	PO28	0.9091	transcript136323.chr11.nic	PASS	
TMEM128	Excitatory_neuron	4	2	13	8					INSUFFICIENT_DATA	reads 있는 도너 부족: AD=4/5, CT=2/4
TMEM129	Excitatory_neuron	10	6	13	8	0.652	SMC049	0.6	TMEM129-202	FAIL	Jackknife 0.65 ≥ 0.5
TMEM130	Excitatory_neuron	11	8	13	8	1.1092	SMC049	0.2727	TMEM130-201	FAIL	Jackknife 1.11 ≥ 0.5; Direction 0.27 < 0.6
TMEM131	Excitatory_neuron	13	8	13	8	1.0788	SMC038	0.0769	transcript216889.chr2.nnic	FAIL	Jackknife 1.08 ≥ 0.5; Direction 0.08 < 0.6
TMEM132B	Excitatory_neuron	12	8	13	8	0.4174	SMC032	0.8333	TMEM132B-206	PASS	
TMEM144	Excitatory_neuron	10	8	13	8	0.1494	SMC029	0.8	TMEM144-201	PASS	
TMEM147-AS1	Excitatory_neuron	9	7	13	8	0.1607	PO41	0.6667	TMEM147-AS1-202	PASS	
TMEM150C	Excitatory_neuron	9	6	13	8	0.3384	SMC049	0.7778	TMEM150C-204	PASS	
TMEM161A	Excitatory_neuron	8	6	13	8	0.1511	SMC049	0.5	TMEM161A-205	FAIL	Direction 0.50 < 0.6
TMEM161B-DT	Excitatory_neuron	12	8	13	8	0.3162	SMC038	0.75	TMEM161B-DT-218	PASS	
TMEM165	Excitatory_neuron	8	5	13	8	1.4247	SMC049	0.25	TMEM165-201	FAIL	Jackknife 1.42 ≥ 0.5; Direction 0.25 < 0.6
TMEM169	Excitatory_neuron	9	4	13	8	0.2138	SMC049	1.0	TMEM169-202	PASS	
TMEM175	Excitatory_neuron	12	8	13	8	0.7566	SMC049	0.25	TMEM175-201	FAIL	Jackknife 0.76 ≥ 0.5; Direction 0.25 < 0.6
TMEM177	Excitatory_neuron	9	6	13	8	0.5959	SMC049	0.4444	TMEM177-201	FAIL	Jackknife 0.60 ≥ 0.5; Direction 0.44 < 0.6
TMEM179	Excitatory_neuron	13	7	13	8	0.3508	SMC038	0.6154	TMEM179-206	PASS	
TMEM185A	Excitatory_neuron	8	6	13	8	0.9264	SMC049	0.75	TMEM185A-207	FAIL	Jackknife 0.93 ≥ 0.5
TMEM196	Excitatory_neuron	10	7	13	8	0.702	PO28	0.6	TMEM196-201	FAIL	Jackknife 0.70 ≥ 0.5
TMEM199	Excitatory_neuron	8	7	13	8	0.5871	PO28	0.75	TMEM199-201	FAIL	Jackknife 0.59 ≥ 0.5
TMEM205	Excitatory_neuron	13	8	13	8	0.3046	SMC039	0.6154	TMEM205-209	PASS	
TMEM222	Excitatory_neuron	8	5	13	8	0.2523	SMC049	0.5	TMEM222-201	FAIL	Direction 0.50 < 0.6
TMEM230	Excitatory_neuron	11	6	13	8	0.0462	SMC038	0.7273	TMEM230-208	PASS	
TMEM231	Excitatory_neuron	8	6	13	8	0.1196	PO28	0.875	TMEM231-207	PASS	
TMEM25	Excitatory_neuron	10	8	13	8	0.477	SMC049	0.3	TMEM25-204	FAIL	Direction 0.30 < 0.6
TMEM254	Excitatory_neuron	9	7	13	8	0.0695	PO42	0.8889	transcript143682.chr10.nnic	PASS	
TMEM259	Excitatory_neuron	9	6	13	8	0.8516	SMC041	0.7778	transcript2775.chr19.nic	FAIL	Jackknife 0.85 ≥ 0.5
TMEM260	Excitatory_neuron	10	6	13	8	0.3484	SMC049	0.7	TMEM260-216	PASS	
TMEM263	Excitatory_neuron	7	6	13	8	0.5337	SMC032	0.2857	TMEM263-201	FAIL	Jackknife 0.53 ≥ 0.5; Direction 0.29 < 0.6
TMEM267	Excitatory_neuron	8	6	13	8	0.0		1.0	TMEM267-206	PASS	
TMEM33	Excitatory_neuron	8	7	13	8	0.0		1.0	TMEM33-202	PASS	
TMEM50B	Excitatory_neuron	9	5	13	8	0.4667	SMC038	0.6667	TMEM50B-201	PASS	
TMEM67	Excitatory_neuron	11	7	13	8	0.8164	SMC038	0.3636	TMEM67-209	FAIL	Jackknife 0.82 ≥ 0.5; Direction 0.36 < 0.6
TMEM74B	Excitatory_neuron	9	6	13	8	0.3941	SMC049	0.6667	TMEM74B-201	PASS	
TMEM9	Excitatory_neuron	12	8	13	8	0.5446	SMC049	0.6667	TMEM9-208	FAIL	Jackknife 0.54 ≥ 0.5
TMEM94	Excitatory_neuron	11	7	13	8	0.1357	SMC038	0.6364	TMEM94-201	PASS	
TMEM98	Excitatory_neuron	6	2	13	8					INSUFFICIENT_DATA	reads 있는 도너 부족: AD=6/5, CT=2/4
TMF1	Excitatory_neuron	11	8	13	8	1.2541	SMC041	0.1818	TMF1-207	FAIL	Jackknife 1.25 ≥ 0.5; Direction 0.18 < 0.6
TMPO	Excitatory_neuron	9	7	13	8	0.9682	SMC032	0.4444	TMPO-202	FAIL	Jackknife 0.97 ≥ 0.5; Direction 0.44 < 0.6
TMTC1	Excitatory_neuron	6	4	13	8	0.0		1.0	TMTC1-206	PASS	
TMTC4	Excitatory_neuron	10	6	13	8	0.1281	PO42	0.6	TMTC4-202	PASS	
TMUB2	Excitatory_neuron	10	8	13	8	0.306	SMC049	0.5	TMUB2-201	FAIL	Direction 0.50 < 0.6
TMX2	Excitatory_neuron	11	7	13	8	0.1007	SMC049	0.7273	TMX2-201	PASS	
TNFRSF25	Excitatory_neuron	12	8	13	8	2.0494	SMC049	0.4167	TNFRSF25-211	FAIL	Jackknife 2.05 ≥ 0.5; Direction 0.42 < 0.6
TNKS	Excitatory_neuron	12	7	13	8	0.392	SMC049	0.5833	TNKS-212	FAIL	Direction 0.58 < 0.6
TNNI3K	Excitatory_neuron	11	5	13	8	0.4057	SMC049	0.4545	transcript133134.chr1.nnic	FAIL	Direction 0.45 < 0.6
TNNT2	Excitatory_neuron	11	6	13	8	0.0		1.0	transcript295144.chr1.nic	PASS	
TNPO1	Excitatory_neuron	10	8	13	8	0.2882	PO11	0.9	TNPO1-201	PASS	
TNRC6A	Excitatory_neuron	11	7	13	8	0.6493	PO41	0.2727	TNRC6A-201	FAIL	Jackknife 0.65 ≥ 0.5; Direction 0.27 < 0.6
TNRC6B	Excitatory_neuron	12	8	13	8	0.3295	SMC038	0.6667	TNRC6B-206	PASS	
TNRC6C	Excitatory_neuron	10	8	13	8	0.391	PO41	0.6	TNRC6C-210	PASS	
TOGARAM1	Excitatory_neuron	8	8	13	8	0.7612	PO28	0.375	TOGARAM1-204	FAIL	Jackknife 0.76 ≥ 0.5; Direction 0.38 < 0.6
TOM1L1	Excitatory_neuron	5	5	13	8	0.859	SMC049	0.4	TOM1L1-213	FAIL	Jackknife 0.86 ≥ 0.5; Direction 0.40 < 0.6
TOMM34	Excitatory_neuron	9	6	13	8	0.8005	SMC049	0.7778	transcript58754.chr20.nic	FAIL	Jackknife 0.80 ≥ 0.5
TOMM40	Excitatory_neuron	7	6	13	8	0.2979	SMC049	0.4286	TOMM40-207	FAIL	Direction 0.43 < 0.6
TOMM70	Excitatory_neuron	9	6	13	8	0.1301	PO05	0.8889	TOMM70-201	PASS	
TOP1	Excitatory_neuron	12	8	13	8	0.459	SMC049	0.4167	TOP1-201	FAIL	Direction 0.42 < 0.6
TOP2B	Excitatory_neuron	10	8	13	8	0.0253	SMC032	0.9	TOP2B-220	PASS	
TOP3B	Excitatory_neuron	9	8	13	8	0.1924	SMC049	0.4444	TOP3B-201	FAIL	Direction 0.44 < 0.6
TOR1AIP1	Excitatory_neuron	9	8	13	8	0.3378	SMC049	1.0	TOR1AIP1-212	PASS	
TOR1AIP2	Excitatory_neuron	12	8	13	8	0.4814	PO41	0.5	transcript276624.chr1.nic	FAIL	Direction 0.50 < 0.6
TOR2A	Excitatory_neuron	9	7	13	8	0.0562	SMC039	0.8889	TOR2A-205	PASS	
TP53BP1	Excitatory_neuron	11	7	13	8	0.6753	PO11	0.1818	TP53BP1-205	FAIL	Jackknife 0.68 ≥ 0.5; Direction 0.18 < 0.6
TPBG	Excitatory_neuron	4	5	13	8					INSUFFICIENT_DATA	reads 있는 도너 부족: AD=4/5, CT=5/4
TPCN1	Excitatory_neuron	6	7	13	8	0.3044	SMC049	0.8333	TPCN1-218	PASS	
TPD52	Excitatory_neuron	12	8	13	8	1.5031	SMC049	0.3333	TPD52-209	FAIL	Jackknife 1.50 ≥ 0.5; Direction 0.33 < 0.6
TPD52L1	Excitatory_neuron	6	8	13	8	1.2965	SMC049	0.6667	TPD52L1-201	FAIL	Jackknife 1.30 ≥ 0.5
TPD52L2	Excitatory_neuron	11	8	13	8	0.6914	SMC049	0.6364	TPD52L2-208	FAIL	Jackknife 0.69 ≥ 0.5
TPGS2	Excitatory_neuron	10	6	13	8	1.8406	SMC049	0.5	TPGS2-201	FAIL	Jackknife 1.84 ≥ 0.5; Direction 0.50 < 0.6
TPM3	Excitatory_neuron	11	8	13	8	0.4528	SMC039	0.4545	TPM3-204	FAIL	Direction 0.45 < 0.6
TPM4	Excitatory_neuron	12	8	13	8	0.4783	SMC049	0.5833	TPM4-218	FAIL	Direction 0.58 < 0.6
TPP1	Excitatory_neuron	8	6	13	8	0.0984	PO42	0.875	TPP1-201	PASS	
TPP2	Excitatory_neuron	11	7	13	8	1.0901	PO28	0.3636	TPP2-218	FAIL	Jackknife 1.09 ≥ 0.5; Direction 0.36 < 0.6
TPRA1	Excitatory_neuron	9	6	13	8	0.0639	SMC038	0.5556	transcript222143.chr3.nnic	FAIL	Direction 0.56 < 0.6
TPRN	Excitatory_neuron	9	6	13	8	0.3741	SMC039	0.7778	TPRN-203	PASS	
TRABD	Excitatory_neuron	12	8	13	8	0.1461	SMC041	0.5	TRABD-205	FAIL	Direction 0.50 < 0.6
TRAF3	Excitatory_neuron	10	7	13	8	0.4197	SMC038	0.7	TRAF3-209	PASS	
TRAF3IP1	Excitatory_neuron	10	7	13	8	1.9682	PO28	0.4	TRAF3IP1-202	FAIL	Jackknife 1.97 ≥ 0.5; Direction 0.40 < 0.6
TRANK1	Excitatory_neuron	12	8	13	8	0.3009	SMC038	0.5833	TRANK1-205	FAIL	Direction 0.58 < 0.6
TRAPPC13	Excitatory_neuron	11	7	13	8	0.3796	SMC038	0.6364	TRAPPC13-211	PASS	
TRAPPC2L	Excitatory_neuron	10	6	13	8	0.509	SMC038	0.4	TRAPPC2L-216	FAIL	Jackknife 0.51 ≥ 0.5; Direction 0.40 < 0.6
TRAPPC4	Excitatory_neuron	11	7	13	8	0.8625	SMC038	0.4545	transcript183462.chr11.nnic	FAIL	Jackknife 0.86 ≥ 0.5; Direction 0.45 < 0.6
TRAPPC8	Excitatory_neuron	10	7	13	8	0.8227	SMC049	0.2	TRAPPC8-201	FAIL	Jackknife 0.82 ≥ 0.5; Direction 0.20 < 0.6
