gene	go_name	score_top	score_bot	score_gap	score_ratio	dtu_top	frac_brain_top	brain_tpm_top	dtu_concordant	top_iso	bot_iso
TSEN34	Neuron dev	0.3348	0.0135	0.3212	24.76	-0.025	0.0599	0.08	False	ENST00000455798	ENST00000302937
RIMBP2	Neuron dev	0.3393	0.0045	0.3348	75.1	-0.0387	0.0694	1.786	False	ENST00000689851	ENST00000690669
ADORA1	Neuron projection	0.3703	0.0013	0.369	282.22	-0.073	0.1377	1.084	False	ENST00000367236	ENST00000367235
ZNF714	MT cytoskeleton org	0.4098	0.0455	0.3644	9.01	-0.0684	0.6388	2.646	False	ENST00000596053	ENST00000620627
USP54	Ca2+ homeostasis	0.3482	0.0338	0.3144	10.3	-0.0188	0.012	0.187	False	ENST00000680396	ENST00000422491
PPIG	MT cytoskeleton org	0.3512	0.0013	0.3498	262.81	-0.0546	0.3037	7.713	False	ENST00000448752	ENST00000676508
PTPRK	Mitochondrion org	0.308	0.0013	0.3067	243.43	-0.0116	0.0	0.0	False	ENST00000368210	ENST00000368226
BRF1	MT-based movement	0.399	0.0115	0.3875	34.72	-0.0926	0.4259	4.175	False	ENST00000327359	ENST00000392557
MMP28	Neuron diff	0.4453	0.1098	0.3355	4.06	-0.0413	0.8418	4.373	False	ENST00000605424	ENST00000612672
MARK3	Neuron projection	0.3396	0.0156	0.3239	21.74	-0.0304	0.326	0.057	False	ENST00000677432	ENST00000679330
TRIP12	MT cytoskeleton org	0.3189	0.0025	0.3163	125.18	-0.0229	0.0381	0.513	False	ENST00000704585	ENST00000704581
SV2A	Neuron projection	0.3817	0.0117	0.37	32.69	-0.0768	0.0048	0.78	False	ENST00000369145	ENST00000369146
SYCE1	Synaptic transmission	0.3172	0.0102	0.307	31.01	-0.0141	0.1748	1.819	False	ENST00000368517	ENST00000343131
SERAC1	Neuron projection	0.3698	0.0063	0.3635	58.32	-0.0708	0.0	0.0	False	ENST00000646410	ENST00000642244
GABRB3	Mitochondrion org	0.3334	0.0144	0.319	23.11	-0.0264	0.0357	2.395	False	ENST00000638099	ENST00000311550
FAM193A	MT cytoskeleton org	0.336	0.0023	0.3337	145.3	-0.0411	0.7091	1.354	False	ENST00000513350	ENST00000502458
CLASP1	MT cytoskeleton org	0.3848	0.0014	0.3834	276.22	-0.0911	0.0011	0.011	False	ENST00000700754	ENST00000696935
CNOT3	Oxidative stress resp	0.3259	0.0153	0.3106	21.34	-0.0185	0.899	9.805	False	ENST00000221232	ENST00000617930
MPP2	MT cytoskeleton org	0.4588	0.0043	0.4545	107.37	-0.1626	0.0432	1.381	False	ENST00000461854	ENST00000269095
RPL38	MT cytoskeleton org	0.3396	0.0364	0.3032	9.34	-0.012	0.0893	31.769	False	ENST00000311111	ENST00000439590
CCDC121	Proteasome-UPS	0.3534	0.0327	0.3206	10.8	-0.0299	0.0711	0.326	False	ENST00000394775	ENST00000324364
CCDC74B	Neuron projection	0.3336	0.0083	0.3254	40.27	-0.0347	0.305	0.975	False	ENST00000310463	ENST00000409943
RNASEH2B	Neuron projection	0.4174	0.031	0.3864	13.46	-0.0959	0.5571	0.737	False	ENST00000616907	ENST00000645188
TCF3	Oxidative stress resp	0.3528	0.0337	0.3191	10.48	-0.029	0.4255	8.412	False	ENST00000585731	ENST00000590684
H3-3A	Neuron projection	0.4015	0.1005	0.3009	3.99	-0.0109	0.903	2.657	False	ENST00000366814	ENST00000366816
PDXDC1	Neuron projection	0.3885	0.0694	0.3191	5.6	-0.0292	0.3505	4.216	False	ENST00000535621	ENST00000569715
MYO5B	Neuron diff	0.3662	0.015	0.3512	24.4	-0.0614	0.3395	0.362	False	ENST00000697219	ENST00000285039
TMEM74B	Proteasome-UPS	0.4137	0.1034	0.3104	4.0	-0.0206	0.484	2.701	False	ENST00000429036	ENST00000381894
UTY	MT cytoskeleton org	0.3181	0.0043	0.3139	74.45	-0.0241	0.1274	0.272	False	ENST00000382896	ENST00000612274
KMT2D	Mitochondrion org	0.3047	0.0013	0.3034	240.78	-0.0137	0.368	1.523	False	ENST00000685166	ENST00000687201
SYT1	Ca2+ signaling	0.3059	0.0007	0.3052	437.98	-0.0158	0.0064	1.024	False	ENST00000704710	ENST00000457153
TTC26	Neuron projection	0.5061	0.0694	0.4367	7.29	-0.1475	0.41	0.212	False	ENST00000430935	ENST00000474035
CLIC1	Synapse assembly	0.346	0.0168	0.3292	20.59	-0.0402	0.0086	0.206	False	ENST00000616760	ENST00000375784
ZBTB37	MT cytoskeleton org	0.3379	0.0146	0.3233	23.18	-0.035	0.0	0.0	False	ENST00000695459	ENST00000367704
GOLGA3	TOR signaling	0.3148	0.0031	0.3117	102.34	-0.0241	0.0	0.0	False	ENST00000687165	ENST00000690573
PSMD8	Neuron projection	0.324	0.0225	0.3016	14.42	-0.014	0.9779	41.378	False	ENST00000592561	ENST00000592035
PCLO	Synapse assembly	0.3351	0.0108	0.3243	30.97	-0.0371	0.3929	5.192	False	ENST00000423517	ENST00000333891
COL9A1	Modulation of syn.trans	0.3347	0.0069	0.3278	48.42	-0.0407	0.1431	0.156	False	ENST00000683980	ENST00000683758
AKAP7	Neuron diff	0.4384	0.1098	0.3286	3.99	-0.0417	0.0551	0.593	False	ENST00000706999	ENST00000342266
DCLRE1C	Synapse assembly	0.8369	0.1142	0.7227	7.33	-0.4358	0.0	0.0	False	ENST00000697047	ENST00000697075
ALDH1L1	Neuron dev	0.3512	0.0135	0.3377	25.97	-0.051	0.2395	0.492	False	ENST00000455064	ENST00000452905
PRRG3	Oxidative stress resp	0.3331	0.0153	0.3178	21.81	-0.0312	0.0319	0.056	False	ENST00000674441	ENST00000370353
DZIP1L	Ca2+ homeostasis	0.3753	0.0647	0.3105	5.8	-0.0243	0.8262	0.747	False	ENST00000327532	ENST00000469243
KIF2A	Synapse assembly	0.4725	0.0193	0.4532	24.54	-0.1671	0.0105	0.23	False	ENST00000381103	ENST00000674632
TSC22D1	Modulation of syn.trans	0.4558	0.0008	0.455	587.93	-0.169	0.1862	1.14	False	ENST00000622051	ENST00000493016
MCF2L	Oxidative stress resp	0.385	0.0153	0.3697	25.21	-0.084	0.3781	11.569	False	ENST00000421756	ENST00000397030
EVI5	Neuron diff	0.4042	0.0554	0.3487	7.29	-0.0632	0.1105	0.376	False	ENST00000706846	ENST00000370331
ZNF382	MT cytoskeleton org	0.3109	0.0088	0.3021	35.51	-0.0168	0.2262	2.369	False	ENST00000292928	ENST00000423582
CHD7	Synaptic transmission	0.3769	0.0018	0.3752	214.89	-0.0901	0.8806	0.271	False	ENST00000525508	ENST00000700671
KATNAL2	Synapse assembly	0.3388	0.0013	0.3376	270.67	-0.0527	0.0683	0.089	False	ENST00000692939	ENST00000693648
MZT2B	Neuron diff	0.3237	0.0009	0.3227	356.1	-0.0383	0.806	85.549	False	ENST00000281871	ENST00000455239
ATXN7L3	Neuron projection	0.3522	0.047	0.3052	7.49	-0.0209	0.234	8.895	False	ENST00000587097	ENST00000454077
CACNA1G	Neuron diff	0.4121	0.0646	0.3475	6.38	-0.0634	0.047	0.12	False	ENST00000360761	ENST00000352832
ITGB1	MT cytoskeleton org	0.4186	0.0044	0.4141	94.1	-0.1309	0.0	0.0	False	ENST00000679187	ENST00000676964
COQ4	Synapse assembly	0.419	0.0156	0.4035	26.87	-0.1207	0.3222	5.835	False	ENST00000372875	ENST00000609948
SATB2	Neuron projection	0.403	0.0013	0.4017	307.77	-0.1192	0.2989	3.956	False	ENST00000260926	ENST00000700193
GDAP1	MT cytoskeleton org	0.3279	0.0043	0.3237	76.75	-0.0412	0.0	0.0	False	ENST00000675463	ENST00000675944
DMAC2L	Synapse assembly	0.4653	0.0156	0.4497	29.84	-0.1674	0.0	0.0	False	ENST00000554204	ENST00000245448
B3GALNT1	Neuron diff	0.3132	0.0042	0.3091	74.88	-0.0269	0.0002	0.003	False	ENST00000652596	ENST00000652059
FRMD5	Synapse assembly	0.3925	0.0359	0.3566	10.94	-0.0744	0.04	0.755	False	ENST00000449926	ENST00000417257
CCDC32	Neuron dev	0.4033	0.0949	0.3085	4.25	-0.0268	0.8977	0.57	False	ENST00000558871	ENST00000698443
NOL10	MT cytoskeleton org	0.4536	0.1059	0.3477	4.28	-0.0661	0.4917	0.327	False	ENST00000538384	ENST00000695467
GREM1	Mitochondrion org	0.4125	0.0997	0.3128	4.14	-0.0312	0.0597	0.208	False	ENST00000651154	ENST00000652365
SYT16	Neuron dev	0.5113	0.0135	0.4978	37.82	-0.2168	0.5067	7.949	False	ENST00000568344	ENST00000683842
BAZ2B	Synapse assembly	0.4059	0.0016	0.4043	251.5	-0.1236	0.0456	0.421	False	ENST00000441143	ENST00000294905
PEG3	Proteasome-UPS	0.3098	0.0061	0.3037	51.08	-0.0234	0.0233	0.927	False	ENST00000649735	ENST00000647621
CTSB	Autophagy	0.4548	0.0011	0.4537	410.3	-0.1735	0.0507	0.772	False	ENST00000679051	ENST00000534149
MYO5B	Neuron dev	0.3634	0.0218	0.3416	16.63	-0.0614	0.3395	0.362	False	ENST00000697219	ENST00000285039
TMUB2	Neuron projection	0.3219	0.0195	0.3024	16.54	-0.0224	0.1643	1.515	False	ENST00000587630	ENST00000589184
ZNF426	Neuron diff	0.5595	0.0478	0.5118	11.71	-0.2319	0.2123	0.485	False	ENST00000535489	ENST00000593003
TMUB2	Autophagy	0.3626	0.0027	0.36	134.73	-0.0802	0.3095	2.853	False	ENST00000592825	ENST00000587989
ZFYVE28	Neurotrans. transport	0.5123	0.0012	0.511	413.59	-0.2313	0.0544	0.086	False	ENST00000515312	ENST00000515169
HNRNPU	MT cytoskeleton org	0.3361	0.0002	0.3358	1379.18	-0.0562	0.0	0.0	False	ENST00000483966	ENST00000640001
ALDH1L1	MT cytoskeleton org	0.3324	0.002	0.3304	162.33	-0.051	0.2395	0.492	False	ENST00000455064	ENST00000393431
PLCB1	Neuron dev	0.5101	0.0125	0.4976	40.76	-0.2187	0.0	0.0	False	ENST00000626966	ENST00000625874
MACROH2A1	Neuron diff	0.4303	0.1037	0.3267	4.15	-0.0481	0.9468	23.505	False	ENST00000304332	ENST00000510038
TBC1D7	Inflammatory response	0.3268	0.0239	0.3029	13.67	-0.0243	0.3437	0.909	False	ENST00000606214	ENST00000606370
CAMK2G	Proteasome-UPS	0.3648	0.0556	0.3092	6.56	-0.0306	0.4553	0.828	False	ENST00000700396	ENST00000680035
NAXD	Neuron dev	0.3306	0.0135	0.3171	24.45	-0.0391	0.1127	0.349	False	ENST00000680312	ENST00000424185
ZBTB11	Synaptic transmission	0.3278	0.0218	0.306	15.06	-0.0282	0.4736	2.058	False	ENST00000690651	ENST00000688910
DCLK2	Proteasome-UPS	0.3214	0.0015	0.3199	213.64	-0.0425	0.0646	3.512	False	ENST00000635524	ENST00000296550
ZNF385D	Autophagy	0.3527	0.0159	0.3367	22.12	-0.0594	0.0	0.0	False	ENST00000494108	ENST00000706134
GCC2	Neurotrans. transport	0.3255	0.0005	0.3249	606.85	-0.0478	0.0016	0.004	False	ENST00000492785	ENST00000687399
ANAPC11	Ca2+ homeostasis	0.3597	0.0114	0.3483	31.43	-0.0712	0.2825	14.167	False	ENST00000579978	ENST00000392376
PPFIBP2	Neuron dev	0.5381	0.0419	0.4962	12.86	-0.2193	0.1811	0.449	False	ENST00000684123	ENST00000534552
PIGN	Neuron diff	0.3089	0.0002	0.3087	1414.98	-0.032	0.0376	0.297	False	ENST00000640540	ENST00000589720
BIN1	Ca2+ signaling	0.4216	0.0046	0.417	91.14	-0.1408	0.0171	1.068	False	ENST00000346226	ENST00000351659
GOLGA2	Neuron diff	0.3163	0.0158	0.3005	20.08	-0.0243	0.0302	0.189	False	ENST00000693736	ENST00000421699
B3GALNT1	Oxidative stress resp	0.3182	0.0153	0.303	20.83	-0.0269	0.0002	0.003	False	ENST00000652596	ENST00000392781
ZSWIM8	MT-based movement	0.3213	0.013	0.3083	24.69	-0.0328	0.0089	0.036	False	ENST00000398706	ENST00000605216
CDH23	Mitochondrion org	0.4422	0.0013	0.4409	349.45	-0.1658	0.3349	0.621	False	ENST00000224721	ENST00000619887
ACAD9	Synapse assembly	0.4123	0.0156	0.3967	26.44	-0.1223	0.0	0.0	False	ENST00000680636	ENST00000679715
AGBL4	Neuron dev	0.3981	0.0427	0.3554	9.33	-0.0812	0.1451	1.074	False	ENST00000371838	ENST00000371836
SCP2	Synapse assembly	0.4404	0.0354	0.405	12.44	-0.1308	0.0178	0.327	False	ENST00000407246	ENST00000408941
SAMD12	Axon guidance	0.3435	0.0002	0.3433	2174.77	-0.0693	0.2214	2.871	False	ENST00000524796	ENST00000314727
SYT16	Neuron projection	0.5601	0.0694	0.4907	8.07	-0.2168	0.5067	7.949	False	ENST00000568344	ENST00000683842
MEIS2	Proteasome-UPS	0.3311	0.0065	0.3246	51.04	-0.051	0.0	0.0	False	ENST00000559085	ENST00000340545
MMP28	Inflammatory response	0.3467	0.0323	0.3144	10.74	-0.0413	0.8418	4.373	False	ENST00000605424	ENST00000612672
ECE1	Neuron projection	0.3664	0.0589	0.3075	6.22	-0.0345	0.8825	3.519	False	ENST00000357071	ENST00000649812
KALRN	MT cytoskeleton org	0.4007	0.0042	0.3965	95.53	-0.1245	0.0586	2.751	False	ENST00000439170	ENST00000682674
PNKD	Synaptic transmission	0.8962	0.0015	0.8947	600.87	-0.6244	0.013	0.203	False	ENST00000258362	ENST00000436005
NUP62	Inflammatory response	0.3597	0.0038	0.3559	93.59	-0.0858	0.1749	0.731	False	ENST00000596217	ENST00000600935
ANK1	Neuron dev	0.3764	0.0135	0.3629	27.84	-0.0931	0.264	0.719	False	ENST00000520299	ENST00000705522
TDP1	Mitochondrion org	0.4872	0.014	0.4732	34.69	-0.2036	0.0641	0.098	False	ENST00000555880	ENST00000554180
TMEM106B	Neuron projection	0.3756	0.0694	0.3061	5.41	-0.0368	0.0221	0.72	False	ENST00000704455	ENST00000704417
RALGAPA1	Neuron projection	0.3298	0.0093	0.3205	35.46	-0.0512	0.0404	0.52	False	ENST00000382366	ENST00000307138
ABCB9	Modulation of syn.trans	0.3308	0.0169	0.3139	19.55	-0.0447	0.1778	0.868	False	ENST00000540285	ENST00000442833
ROS1	MT cytoskeleton org	0.4125	0.0551	0.3574	7.49	-0.0884	0.6324	0.384	False	ENST00000368507	ENST00000368508
HSPA12A	Oxidative stress resp	0.4503	0.0089	0.4414	50.47	-0.1728	0.586	26.258	False	ENST00000369209	ENST00000674205
ZMYM4	Synaptic transmission	0.4897	0.0821	0.4077	5.97	-0.1398	0.5535	4.155	False	ENST00000441447	ENST00000457946
EXO5	Synapse assembly	0.5682	0.0037	0.5645	153.97	-0.2966	0.0	0.0	False	ENST00000432259	ENST00000372703
ADGRB2	Oxidative stress resp	0.372	0.0158	0.3562	23.52	-0.0884	0.0572	2.43	False	ENST00000373655	ENST00000398547
ZNF426	Neuron dev	0.5531	0.0536	0.4996	10.33	-0.2319	0.2123	0.485	False	ENST00000535489	ENST00000593003
KAT6A	MT cytoskeleton org	0.3326	0.0038	0.3287	86.47	-0.0611	0.0796	0.305	False	ENST00000406337	ENST00000396930
CAMKK2	Mitochondrion org	0.3033	0.0013	0.302	239.69	-0.0344	0.0338	1.508	False	ENST00000652382	ENST00000324774
MCTP1	Synapse assembly	0.3488	0.0156	0.3332	22.37	-0.066	0.0254	0.244	False	ENST00000506568	ENST00000505208
ECE1	Neuron dev	0.357	0.056	0.301	6.38	-0.0345	0.8825	3.519	False	ENST00000357071	ENST00000649812
FANCL	Autophagy	0.3204	0.0049	0.3155	64.95	-0.0492	0.0	0.0	False	ENST00000446381	ENST00000696418
AHI1	Modulation of syn.trans	0.3462	0.0022	0.344	157.69	-0.0777	0.053	0.17	False	ENST00000681301	ENST00000681756
ADORA1	Modulation of syn.trans	0.3398	0.0008	0.3391	437.45	-0.073	0.1377	1.084	False	ENST00000367236	ENST00000367235
SCP2	Neuron projection	0.4636	0.0669	0.3967	6.93	-0.1308	0.0178	0.327	False	ENST00000407246	ENST00000408941
KDM5B	Ca2+ homeostasis	0.3609	0.0167	0.3442	21.6	-0.0786	0.0	0.0	False	ENST00000648056	ENST00000235790
PHACTR1	MT-based movement	0.6016	0.0003	0.6012	1938.08	-0.3357	0.0872	1.499	False	ENST00000379335	ENST00000676159
RALGAPA1	TOR signaling	0.3228	0.0066	0.3161	48.54	-0.0512	0.0404	0.52	False	ENST00000382366	ENST00000554573
ASCC1	MT cytoskeleton org	0.3625	0.0153	0.3472	23.67	-0.0826	0.7242	2.235	False	ENST00000317168	ENST00000342444
SMOX	Synaptic transmission	0.3195	0.0008	0.3187	395.15	-0.0542	0.4197	4.652	False	ENST00000339123	ENST00000621355
SMOX	Modulation of syn.trans	0.3199	0.0015	0.3184	216.23	-0.0542	0.4197	4.652	False	ENST00000339123	ENST00000621355
PRRT2	Synapse assembly	0.3912	0.0046	0.3865	84.38	-0.1225	0.2484	12.617	False	ENST00000572820	ENST00000647876
MCF2L	Ca2+ homeostasis	0.4118	0.0647	0.3471	6.36	-0.084	0.3781	11.569	False	ENST00000421756	ENST00000397030
SLC35A2	Proteasome-UPS	0.3151	0.0111	0.304	28.46	-0.041	0.5014	5.845	False	ENST00000445167	ENST00000376521
WASHC2C	Inflammatory response	0.4904	0.0444	0.446	11.03	-0.1831	0.0	0.0	False	ENST00000359860	ENST00000537517
FRMD5	Neuron projection	0.3969	0.0601	0.3368	6.61	-0.0744	0.04	0.755	False	ENST00000449926	ENST00000417257
RALGPS1	MT cytoskeleton org	0.3614	0.0034	0.358	107.22	-0.0966	0.1006	1.548	False	ENST00000424082	ENST00000373434
TTC8	Neuron dev	0.5453	0.0802	0.4651	6.8	-0.2052	0.0	0.0	False	ENST00000554686	ENST00000338104
RBBP8	Synaptic transmission	0.4853	0.0443	0.441	10.96	-0.1812	0.0527	0.118	False	ENST00000399725	ENST00000399722
REC8	Neuron dev	0.3793	0.0553	0.324	6.86	-0.0644	0.4194	2.276	False	ENST00000620473	ENST00000611366
KIAA1614	MT cytoskeleton org	0.336	0.003	0.333	112.92	-0.074	0.8235	1.564	False	ENST00000461346	ENST00000367587
DHDDS	Synaptic transmission	0.4588	0.0821	0.3767	5.59	-0.1189	0.1668	0.806	False	ENST00000374185	ENST00000360009
MANEA	Autophagy	0.3745	0.0228	0.3517	16.45	-0.0944	0.1067	0.049	False	ENST00000684211	ENST00000369293
ZKSCAN7	Inflammatory response	0.3193	0.0096	0.3097	33.25	-0.0527	0.0	0.0	False	ENST00000341840	ENST00000273320
LSAMP	Autophagy	0.3149	0.0027	0.3122	116.98	-0.0552	0.4802	22.796	False	ENST00000333617	ENST00000490035
PRKG2	Neuron diff	0.3126	0.0053	0.3073	58.98	-0.0505	0.104	0.193	False	ENST00000628926	ENST00000264399
KAT7	MT cytoskeleton org	0.6532	0.0096	0.6436	68.15	-0.3868	0.0	0.0	False	ENST00000503635	ENST00000706642
EMC9	Modulation of syn.trans	0.6043	0.0018	0.6025	330.1	-0.3464	0.2484	1.415	False	ENST00000216799	ENST00000419198
REPS1	Neuron diff	0.3856	0.0795	0.3061	4.85	-0.0505	0.529	2.628	False	ENST00000258062	ENST00000409812
KIAA1549L	MT cytoskeleton org	0.3105	0.0043	0.3062	72.67	-0.0508	0.0221	0.705	False	ENST00000265654	ENST00000526400
DNAJC2	Neuron projection	0.4243	0.0329	0.3915	12.9	-0.1362	0.2645	0.236	False	ENST00000454277	ENST00000412522
TAP2	Synaptic transmission	0.5933	0.0194	0.5739	30.58	-0.3187	0.3342	0.634	False	ENST00000374897	ENST00000698448
ADORA1	Neurotrans. transport	0.3307	0.0029	0.3278	113.48	-0.073	0.1377	1.084	False	ENST00000367236	ENST00000367235
ADGRB2	Neuron diff	0.3858	0.0428	0.343	9.01	-0.0884	0.0572	2.43	False	ENST00000373655	ENST00000398547
SHOC2	MT-based movement	0.3254	0.0035	0.322	93.24	-0.0676	0.159	0.046	False	ENST00000692776	ENST00000691903
GFRA1	Neuron projection	0.3289	0.0005	0.3284	622.6	-0.0745	0.0	0.0	False	ENST00000439649	ENST00000355422
CDK5RAP2	MT cytoskeleton org	0.346	0.0213	0.3247	16.25	-0.0712	0.3649	0.545	False	ENST00000687279	ENST00000425647
CACNA1G	Neuron dev	0.3761	0.0601	0.316	6.26	-0.0634	0.047	0.12	False	ENST00000360761	ENST00000506520
RSPO2	Neuron dev	0.3402	0.0072	0.333	47.3	-0.0808	0.5228	6.8	False	ENST00000517939	ENST00000276659
NKIRAS1	TOR signaling	0.3343	0.0276	0.3067	12.1	-0.0549	0.5857	21.932	False	ENST00000614374	ENST00000388759
TRAF3	Neurotrans. transport	0.4006	0.0046	0.396	87.5	-0.1447	0.0211	0.093	False	ENST00000699894	ENST00000351691
SLC35F4	Synapse assembly	0.3834	0.0156	0.3678	24.59	-0.1169	0.0	0.0	False	ENST00000556826	ENST00000554729
FRMD5	Synaptic transmission	0.3255	0.0002	0.3253	1708.09	-0.0744	0.04	0.755	False	ENST00000449926	ENST00000417257
RAD21	Neuron projection	0.3098	0.0095	0.3004	32.72	-0.0496	0.6946	8.729	False	ENST00000520992	ENST00000687358
KIAA1549L	Neuron projection	0.3409	0.0085	0.3324	39.93	-0.0816	0.1951	6.213	False	ENST00000321505	ENST00000658780
PCDHA8	Neuron projection	0.4739	0.089	0.3849	5.33	-0.1342	0.0	0.0	False	ENST00000378123	ENST00000531613
TBCE	Inflammatory response	0.3264	0.0146	0.3118	22.33	-0.0612	0.7561	1.075	False	ENST00000406207	ENST00000642610
FOXG1	Ca2+ homeostasis	0.5904	0.0661	0.5243	8.93	-0.274	0.5914	20.384	False	ENST00000313071	ENST00000706482
RBFOX2	Oxidative stress resp	0.4126	0.0024	0.4102	174.68	-0.1601	0.452	14.635	False	ENST00000405409	ENST00000695803
LDLRAD4	Neuron diff	0.4349	0.0264	0.4084	16.44	-0.159	0.0059	0.1	False	ENST00000678400	ENST00000399848
KCNK10	Mitochondrion org	0.3419	0.0013	0.3406	270.19	-0.0916	0.2967	1.552	False	ENST00000312350	ENST00000340700
PDIA3	Mitochondrion org	0.346	0.0013	0.3448	273.48	-0.0969	0.2762	0.515	False	ENST00000691893	ENST00000688652
ASPH	Synapse assembly	0.3861	0.002	0.384	188.43	-0.1363	0.2591	9.308	False	ENST00000522835	ENST00000379449
SYNJ1	Proteasome-UPS	0.3494	0.0013	0.3481	268.92	-0.101	0.029	1.147	False	ENST00000429236	ENST00000438952
RPL23	TOR signaling	0.4891	0.0962	0.3929	5.08	-0.1459	0.6875	360.808	False	ENST00000394332	ENST00000245857
MTMR2	MT cytoskeleton org	0.3202	0.0043	0.316	74.94	-0.0691	0.0199	0.102	False	ENST00000675454	ENST00000675636
LRRC63	Synaptic transmission	0.3581	0.0047	0.3533	75.42	-0.1075	0.3793	0.565	False	ENST00000595396	ENST00000674837
DZANK1	Modulation of syn.trans	0.5726	0.0004	0.5722	1419.19	-0.3264	0.1294	0.284	False	ENST00000476058	ENST00000699568
MEN1	Axon guidance	0.3323	0.0008	0.3315	434.23	-0.0858	0.0	0.0	False	ENST00000413626	ENST00000450708
FAM156A	Proteasome-UPS	0.3472	0.019	0.3281	18.24	-0.0825	0.0	0.0	False	ENST00000612083	ENST00000622323
CLIP4	Ca2+ homeostasis	0.4126	0.0604	0.3522	6.83	-0.1067	0.7202	0.418	False	ENST00000693264	ENST00000691129
INTS4	MT cytoskeleton org	0.3913	0.0043	0.3871	91.58	-0.1416	0.1713	0.957	False	ENST00000529807	ENST00000695105
RAPGEF4	MT-based movement	0.5667	0.0109	0.5558	52.08	-0.3109	0.0484	4.848	False	ENST00000540783	ENST00000538974
RAPGEF6	Neurotrans. transport	0.4659	0.0045	0.4614	104.63	-0.2169	0.6787	2.255	False	ENST00000509018	ENST00000507093
CDK5RAP2	Neuron diff	0.366	0.0507	0.3153	7.22	-0.0712	0.3649	0.545	False	ENST00000687279	ENST00000693728
CCK	Neuron projection	0.3521	0.0306	0.3215	11.51	-0.0783	0.063	5.297	False	ENST00000396169	ENST00000334681
BLTP1	MT-based movement	0.3612	0.0004	0.3609	1009.98	-0.1177	0.0	0.0	False	ENST00000442707	ENST00000446180
VPS45	Synapse assembly	0.4739	0.0318	0.4421	14.88	-0.1994	0.0852	0.521	False	ENST00000698578	ENST00000698582
ERC2	Synapse assembly	0.4355	0.054	0.3815	8.06	-0.139	0.2797	4.512	False	ENST00000492584	ENST00000288221
ATP2B2	Neuron projection	0.3585	0.0133	0.3452	27.03	-0.1029	0.0	0.0	False	ENST00000452124	ENST00000643662
MADD	Neuron dev	0.585	0.0013	0.5836	434.31	-0.3419	0.0485	1.367	False	ENST00000342922	ENST00000634938
CSDE1	Neuron diff	0.3703	0.0025	0.3678	147.55	-0.1263	0.0	0.0	False	ENST00000687759	ENST00000692044
CNTN5	Autophagy	0.3222	0.0027	0.3195	119.69	-0.078	0.7358	0.9	False	ENST00000279463	ENST00000527185
CLCC1	TOR signaling	0.3792	0.0023	0.377	166.24	-0.1356	0.3189	3.221	False	ENST00000356970	ENST00000691556
MAG	Neuron dev	0.4655	0.0498	0.4157	9.34	-0.1749	0.009	1.35	False	ENST00000537831	ENST00000392213
PLEKHA7	Synaptic transmission	0.3406	0.0	0.3405	11473.24	-0.0999	0.1004	0.128	False	ENST00000530489	ENST00000531066
CSNK1A1	TOR signaling	0.3403	0.0119	0.3284	28.64	-0.088	0.283	6.87	False	ENST00000504676	ENST00000515435
MCF2L	Axon guidance	0.3298	0.0057	0.324	57.45	-0.084	0.3781	11.569	False	ENST00000421756	ENST00000397030
PSEN1	Neuron dev	0.353	0.0135	0.3395	26.11	-0.0998	0.0	0.0	False	ENST00000557293	ENST00000394157
ASPM	Synaptic transmission	0.3274	0.0006	0.3268	567.67	-0.0871	0.0	0.0	False	ENST00000294732	ENST00000367409
SPAG16	TOR signaling	0.5036	0.0644	0.4392	7.83	-0.1995	0.3326	0.084	False	ENST00000331683	ENST00000413312
UBL7	MT cytoskeleton org	0.3796	0.0069	0.3727	55.07	-0.1336	0.0995	2.515	False	ENST00000395081	ENST00000361351
CHRNA7	TOR signaling	0.3154	0.0153	0.3001	20.64	-0.0615	0.7999	1.857	False	ENST00000306901	ENST00000637033
ENKUR	Neuron diff	0.3813	0.0003	0.381	1482.99	-0.1425	0.7316	8.356	False	ENST00000376363	ENST00000331161
CAMK2A	Proteasome-UPS	0.3732	0.0375	0.3357	9.96	-0.0975	0.3858	5.811	False	ENST00000672479	ENST00000672785
ZNHIT3	Inflammatory response	0.3929	0.0214	0.3714	18.32	-0.1332	0.8176	33.341	False	ENST00000617429	ENST00000619730
ZDHHC6	Neurotrans. transport	0.3801	0.0006	0.3794	593.74	-0.1413	0.0913	0.105	False	ENST00000682267	ENST00000682195
COL18A1	MT cytoskeleton org	0.5171	0.1598	0.3573	3.24	-0.1194	0.155	1.081	False	ENST00000342220	ENST00000651438
ANKLE2	Proteasome-UPS	0.3384	0.0238	0.3146	14.19	-0.0774	0.7198	3.354	False	ENST00000538766	ENST00000542282
RUFY1	MT-based movement	0.3392	0.0014	0.3377	237.13	-0.1006	0.5454	4.021	False	ENST00000393438	ENST00000319449
