nm_id	enst_id	gene_name	source
NM_018700	ENST00000282369	TRIM36	biomart
NM_018702	ENST00000381312	ADARB2	MANE
NM_018703	ENST00000348022	RBBP6	biomart
NM_018704	ENST00000271277	CTTNBP2NL	MANE
NM_018708	ENST00000269856	FEM1A	MANE
NM_018710	ENST00000285419	PIP4P2	MANE
NM_018712	ENST00000265840	ELMOD1	MANE
NM_018713	ENST00000366926	SLC30A10	MANE
NM_018714	ENST00000299886	COG1	MANE
NM_018715	ENST00000375436	RCC2	MANE
NM_018717	ENST00000509479	MAML3	MANE
NM_018718	ENST00000223208	CEP41	MANE
NM_018723	ENST00000550418	RBFOX1	MANE
NM_018724	ENST00000367098	IL20	MANE
NM_018727	ENST00000571088	TRPV1	biomart
NM_018728	ENST00000261839	MYO5C	MANE
NM_018833	ENST00000439425	TAP2	biomart
NM_018834	ENST00000394805	MATR3	MANE
NM_018835	ENST00000423239	RC3H2	biomart
NM_018838	ENST00000327772	NDUFA12	MANE
NM_018839	ENST00000353088	NSFL1C	biomart
NM_018840	ENST00000344795	RAB5IF	MANE
NM_018841	ENST00000370982	GNG12	MANE
NM_018842	ENST00000005260	BAIAP2L1	MANE
NM_018843	ENST00000341119	SLC25A40	MANE
NM_018845	ENST00000368404	SLC50A1	MANE
NM_018846	ENST00000409689	KLHL7	biomart
NM_018847	ENST00000359039	KLHL9	MANE
NM_018848	ENST00000399054	MKKS	biomart
NM_018849	ENST00000265723	ABCB4	biomart
NM_018850	ENST00000453593	ABCB4	biomart
NM_018890	ENST00000356142	RAC1	biomart
NM_018891	ENST00000493293	LAMC2	biomart
NM_018896	ENST00000359106	CACNA1G	MANE
NM_018897	ENST00000312428	DNAH7	MANE
NM_018898	ENST00000253807	PCDHAC1	MANE
NM_018899	ENST00000289269	PCDHAC2	MANE
NM_018900	ENST00000504120	PCDHA1	MANE
NM_018901	ENST00000307360	PCDHA10	MANE
NM_018902	ENST00000398640	PCDHA11	MANE
NM_018903	ENST00000398631	PCDHA12	MANE
NM_018904	ENST00000289272	PCDHA13	MANE
NM_018905	ENST00000526136	PCDHA2	MANE
NM_018906	ENST00000522353	PCDHA3	MANE
NM_018907	ENST00000530339	PCDHA4	MANE
NM_018908	ENST00000529859	PCDHA5	MANE
NM_018910	ENST00000525929	PCDHA7	MANE
NM_018911	ENST00000531613	PCDHA8	MANE
NM_018913	ENST00000398610	PCDHGA10	MANE
NM_018914	ENST00000398587	PCDHGA11	MANE
NM_018916	ENST00000253812	PCDHGA3	MANE
NM_018917	ENST00000571252	PCDHGA4	MANE
NM_018918	ENST00000518069	PCDHGA5	MANE
NM_018919	ENST00000517434	PCDHGA6	MANE
NM_018920	ENST00000518325	PCDHGA7	MANE
NM_018921	ENST00000573521	PCDHGA9	MANE
NM_018923	ENST00000522605	PCDHGB2	MANE
NM_018925	ENST00000617380	PCDHGB5	MANE
NM_018926	ENST00000520790	PCDHGB6	MANE
NM_018928	ENST00000306593	PCDHGC4	MANE
NM_018929	ENST00000252087	PCDHGC5	MANE
NM_018933	ENST00000341948	PCDHB13	MANE
NM_018939	ENST00000231136	PCDHB6	MANE
NM_018941	ENST00000331222	CLN8	MANE
NM_018942	ENST00000400677	HMX1	MANE
NM_018944	ENST00000290130	MIS18A	MANE
NM_018945	ENST00000308191	PDE7B	MANE
NM_018948	ENST00000377482	ERRFI1	MANE
NM_018949	ENST00000313135	UTS2R	MANE
NM_018950	ENST00000551832	HLA-F	biomart
NM_018952	ENST00000225648	HOXB6	MANE
NM_018953	ENST00000312492	HOXC5	MANE
NM_018956	ENST00000350499	SPACA9	biomart
NM_018957	ENST00000649765	SH3BP1	MANE
NM_018958	ENST00000329468	NPAP1	MANE
NM_018960	ENST00000372808	GNMT	MANE
NM_018961	ENST00000319294	UBASH3A	MANE
NM_018962	ENST00000329553	RIPPLY3	MANE
NM_018963	ENST00000333229	BRWD1	biomart
NM_018965	ENST00000373113	TREM2	MANE
NM_018967	ENST00000642720	SNTG1	MANE
NM_018968	ENST00000308624	SNTG2	MANE
NM_018969	ENST00000332582	GPR173	MANE
NM_018970	ENST00000297146	GPR85	biomart
NM_018971	ENST00000304411	GPR27	MANE
NM_018972	ENST00000220822	GDAP1	MANE
NM_018973	ENST00000368399	DPM3	biomart
NM_018974	ENST00000230256	UNC93A	MANE
NM_018975	ENST00000300086	TERF2IP	MANE
NM_018976	ENST00000256689	SLC38A2	MANE
NM_018977	ENST00000374051	NLGN3	biomart
NM_018979	ENST00000315939	WNK1	MANE
NM_018980	ENST00000247883	TAS2R5	MANE
NM_018982	ENST00000072644	YIPF1	MANE
NM_018983	ENST00000226796	GAR1	MANE
NM_018984	ENST00000326495	SSH1	MANE
NM_018986	ENST00000245105	SH3TC1	MANE
NM_018988	ENST00000379287	GFOD1	MANE
NM_018989	ENST00000265271	RBM27	MANE
NM_018990	ENST00000356892	SASH3	MANE
NM_018992	ENST00000301738	KCTD5	MANE
NM_018993	ENST00000255006	RIN2	MANE
NM_018994	ENST00000375592	FBXO42	MANE
NM_018995	ENST00000262794	MOV10L1	MANE
NM_018996	ENST00000588061	TNRC6C	biomart
NM_018997	ENST00000581066	MRPS21	biomart
NM_018998	ENST00000325285	FBXW5	MANE
NM_018999	ENST00000224756	CCSER2	biomart
NM_019000	ENST00000399793	RETREG1	biomart
NM_019001	ENST00000264951	XRN1	biomart
NM_019002	ENST00000272342	ETAA1	MANE
NM_019005	ENST00000340080	MIOS	MANE
NM_019006	ENST00000261749	ZFAND6	MANE
NM_019007	ENST00000361910	ARMCX6	MANE
NM_019008	ENST00000325301	MIEF1	MANE
NM_019009	ENST00000317204	TOLLIP	MANE
NM_019012	ENST00000299275	PLEKHA5	biomart
NM_019013	ENST00000572447	PIMREG	MANE
NM_019014	ENST00000263331	POLR1B	MANE
NM_019015	ENST00000035307	CHPF2	MANE
NM_019016	ENST00000264651	KRT24	MANE
NM_019018	ENST00000274217	OTULINL	MANE
NM_019021	ENST00000325636	C11orf71	biomart
NM_019024	ENST00000233099	HEATR5B	MANE
NM_019026	ENST00000367881	TMCO1	MANE
NM_019027	ENST00000381795	RBM47	biomart
NM_019029	ENST00000265394	CPVL	biomart
NM_019034	ENST00000267205	RHOF	MANE
NM_019035	ENST00000344876	PCDH18	MANE
NM_019037	ENST00000316052	EXOSC4	MANE
NM_019040	ENST00000640961	ELP4	MANE
NM_019041	ENST00000367233	MTRF1L	MANE
NM_019042	ENST00000469408	PUS7	MANE
NM_019043	ENST00000376236	APBB1IP	MANE
NM_019044	ENST00000376300	CCDC93	MANE
NM_019045	ENST00000254029	WDR44	MANE
NM_019046	ENST00000380094	ANKRD16	MANE
NM_019048	ENST00000260952	ASNSD1	MANE
NM_019050	ENST00000692078	USP53	biomart
NM_019051	ENST00000374865	MRPL50	MANE
NM_019052	ENST00000376266	CCHCR1	biomart
NM_019053	ENST00000260762	EXOC6	MANE
NM_019054	ENST00000298784	SHLD2	biomart
NM_019055	ENST00000306534	ROBO4	MANE
NM_019056	ENST00000687244	NDUFB11	biomart
NM_019058	ENST00000307365	DDIT4	MANE
NM_019059	ENST00000358435	TOMM7	MANE
NM_019060	ENST00000368790	CRCT1	MANE
NM_019062	ENST00000375121	RNF186	MANE
NM_019063	ENST00000318522	EML4	MANE
NM_019065	ENST00000305202	NECAB2	MANE
NM_019066	ENST00000650528	MAGEL2	MANE
NM_019069	ENST00000330689	WDR5B	MANE
NM_019071	ENST00000315870	ING3	MANE
NM_019072	ENST00000381007	SGTB	MANE
NM_019073	ENST00000371847	SPATA6	MANE
NM_019074	ENST00000249749	DLL4	MANE
NM_019075	ENST00000344644	UGT1A10	MANE
NM_019076	ENST00000373450	UGT1A8	MANE
NM_019077	ENST00000373426	UGT1A7	MANE
NM_019078	ENST00000373414	UGT1A5	MANE
NM_019079	ENST00000498273	L1TD1	MANE
NM_019080	ENST00000218652	NDFIP2	MANE
NM_019083	ENST00000370141	TRMT13	MANE
NM_019084	ENST00000265992	CCNJ	biomart
NM_019086	ENST00000359236	VSIG10	MANE
NM_019087	ENST00000504924	ARL15	MANE
NM_019088	ENST00000221265	PAF1	MANE
NM_019089	ENST00000377834	HES2	MANE
NM_019091	ENST00000234453	PLEKHA3	MANE
NM_019093	ENST00000482026	UGT1A3	MANE
NM_019094	ENST00000415493	NUDT4	MANE
NM_019095	ENST00000378863	CRLS1	MANE
NM_019100	ENST00000372289	DMAP1	MANE
NM_019102	ENST00000222726	HOXA5	MANE
NM_019105	ENST00000433037	TNXB	biomart
NM_019106	ENST00000396425	SEPTIN3	biomart
NM_019108	ENST00000270066	SMG9	MANE
NM_019110	ENST00000377294	ZKSCAN4	MANE
NM_019111	ENST00000395388	HLA-DRA	MANE
NM_019112	ENST00000263094	ABCA7	MANE
NM_019113	ENST00000593756	FGF21	MANE
NM_019116	ENST00000395878	UBFD1	MANE
NM_019118	ENST00000309777	TMEM234	MANE
NM_019119	ENST00000316105	PCDHB9	MANE
NM_019120	ENST00000239444	PCDHB8	MANE
NM_019121	ENST00000221462	PPP1R37	MANE
NM_019554	ENST00000354332	S100A4	biomart
NM_019555	ENST00000296315	ARHGEF3	MANE
NM_019557	ENST00000374301	MTFR1L	biomart
NM_019558	ENST00000313173	HOXD8	MANE
NM_019589	ENST00000325680	YLPM1	MANE
NM_019590	ENST00000376454	KIAA1217	MANE
NM_019591	ENST00000328654	ZNF26	MANE
NM_019592	ENST00000389120	RNF20	MANE
NM_019593	ENST00000379019	GPCPD1	MANE
NM_019594	ENST00000372600	LRRC8A	MANE
NM_019595	ENST00000361999	ITSN2	biomart
NM_019596	ENST00000576372	EPCIP	biomart
NM_019597	ENST00000316594	HNRNPH2	MANE
NM_019599	ENST00000382492	TAS2R1	MANE
NM_019601	ENST00000358321	SUSD2	MANE
NM_019605	ENST00000367012	SERTAD4	MANE
NM_019606	ENST00000310512	MEPCE	MANE
NM_019607			unmapped
NM_019609	ENST00000380605	CPXM1	MANE
NM_019612	ENST00000244314	IRGC	MANE
NM_019613	ENST00000392325	WDR45B	MANE
NM_019617	ENST00000377938	GKN1	MANE
NM_019618	ENST00000259205	IL36G	MANE
NM_019619	ENST00000374789	PARD3	biomart
NM_019624	ENST00000346530	ABCB9	biomart
NM_019625	ENST00000280560	ABCB9	MANE
NM_019644	ENST00000265224	ANKRD7	MANE
NM_019839	ENST00000533293	LTB4R2	MANE
NM_019841	ENST00000265310	TRPV5	MANE
NM_019842	ENST00000370398	KCNQ5	MANE
NM_019843	ENST00000330125	EIF4ENIF1	MANE
NM_019845	ENST00000325926	RPRM	MANE
NM_019848	ENST00000651600	SLC10A3	MANE
NM_019849	ENST00000253188	SLC7A10	MANE
NM_019850	ENST00000264051	NGEF	MANE
NM_019851	ENST00000180166	FGF20	MANE
NM_019852	ENST00000298717	METTL3	MANE
NM_019855	ENST00000293255	CABP5	MANE
NM_019856	ENST00000261606	MYOM1	biomart
NM_019858	ENST00000311268	GPR162	MANE
NM_019863	ENST00000330287	F8	biomart
NM_019884	ENST00000222330	GSK3A	MANE
NM_019887	ENST00000464942	DIABLO	biomart
NM_019888	ENST00000243911	MC3R	MANE
NM_019891	ENST00000354619	ERO1B	MANE
NM_019893	ENST00000682911	ASAH2	MANE
NM_019894	ENST00000437212	TMPRSS4	MANE
NM_019895	ENST00000931203	CLDND1	biomart
NM_019896	ENST00000483063	POLE4	MANE
NM_019897	ENST00000341959	OR2S2	MANE
NM_020039	ENST00000228468	ASIC1	biomart
NM_020056	ENST00000374940	HLA-DQA2	MANE
NM_020061	ENST00000369951	OPN1LW	MANE
NM_020062	ENST00000266077	SLC2A4RG	MANE
NM_020066	ENST00000319653	FMN2	MANE
NM_020069	ENST00000315608	ACRV1	biomart
NM_020070	ENST00000330377	IGLL1	MANE
NM_020107	ENST00000530048	ACRV1	biomart
NM_020108	ENST00000527795	ACRV1	biomart
NM_020116	ENST00000306100	FSTL5	MANE
NM_020117	ENST00000394434	LARS1	MANE
NM_020119	ENST00000242351	ZC3HAV1	MANE
NM_020120	ENST00000259253	UGGT1	MANE
NM_020121	ENST00000376747	UGGT2	MANE
NM_020122	ENST00000409785	KCMF1	MANE
NM_020123	ENST00000371142	TM9SF3	MANE
NM_020124	ENST00000276943	IFNK	MANE
NM_020125	ENST00000289707	SLAMF8	MANE
NM_020128	ENST00000430606	MDM1	biomart
NM_020129	ENST00000392052	LGALS14	MANE
NM_020130	ENST00000315792	TCIM	MANE
NM_020134	ENST00000288699	DPYSL5	MANE
NM_020135	ENST00000380773	WRNIP1	MANE
NM_020137	ENST00000376423	GRIPAP1	MANE
NM_020140	ENST00000549558	ANKS1B	biomart
NM_020142	ENST00000554503	NDUFA4L2	biomart
NM_020144	ENST00000404991	PAPOLB	MANE
NM_020145	ENST00000372564	SH3GLB2	MANE
NM_020147	ENST00000249861	THAP10	MANE
NM_020148	ENST00000410092	SPIRE1	biomart
NM_020150	ENST00000373241	SAR1A	MANE
NM_020151	ENST00000337288	STARD7	MANE
NM_020152	ENST00000707857	MAP3K7CL	biomart
NM_020153	ENST00000264020	IFT46	biomart
NM_020154	ENST00000256545	EMC7	MANE
NM_020155	ENST00000313074	GPR137	biomart
NM_020156	ENST00000436587	C1GALT1	MANE
NM_020157	ENST00000246081	OTOR	MANE
NM_020158	ENST00000221233	EXOSC5	MANE
NM_020159	ENST00000354268	SMARCAD1	MANE
NM_020160	ENST00000561293	MEIS3	biomart
NM_020161			unmapped
NM_020163	ENST00000231721	SEMA3G	MANE
NM_020164	ENST00000389204	ASPH	biomart
NM_020166	ENST00000265594	MCCC1	MANE
NM_020167	ENST00000255262	NMUR2	MANE
NM_020168	ENST00000260404	PAK6	biomart
NM_020169	ENST00000264265	LXN	MANE
NM_020170	ENST00000246117	NCLN	MANE
NM_020175	ENST00000309061	DUS3L	MANE
NM_020177	ENST00000274457	FEM1C	MANE
NM_020178	ENST00000451037	CA10	MANE
NM_020182	ENST00000341744	PMEPA1	MANE
NM_020183	ENST00000266503	BMAL2	MANE
NM_020184	ENST00000377075	CNNM4	MANE
NM_020185	ENST00000344450	DUSP22	biomart
NM_020186	ENST00000432641	SDHAF3	MANE
NM_020187	ENST00000383463	HMCES	MANE
NM_020188	ENST00000219400	CMC2	MANE
NM_020189	ENST00000521688	ENY2	MANE
NM_020190	ENST00000320334	OLFML3	MANE
NM_020191	ENST00000680020	MRPS22	MANE
NM_020192	ENST00000223273	YAE1	MANE
NM_020193	ENST00000334736	EMSY	biomart
NM_020194	ENST00000353339	MFF	biomart
NM_020195	ENST00000399395	SDR39U1	MANE
NM_020196	ENST00000358368	XAB2	MANE
NM_020197	ENST00000366957	SMYD2	MANE
NM_020198	ENST00000225726	CCDC47	MANE
NM_020199	ENST00000231512	C5orf15	MANE
NM_020200	ENST00000320152	PRTFDC1	MANE
NM_020202	ENST00000394140	NIT2	MANE
NM_020204	ENST00000367387	LHX9	MANE
NM_020205	ENST00000581312	OTUD7B	MANE
NM_020207	ENST00000653738	ERCC6L2	MANE
NM_020209	ENST00000543264	SHD	MANE
NM_020210	ENST00000332496	SEMA4B	biomart
NM_020214	ENST00000569795	PARP6	biomart
NM_020218			unmapped
NM_020219	ENST00000403660	CEACAM19	biomart
NM_020223	ENST00000313766	FAM20C	MANE
NM_020225	ENST00000308497	STOX2	MANE
NM_020226	ENST00000339711	PRDM8	biomart
NM_020227	ENST00000296682	PRDM9	MANE
NM_020228	ENST00000358825	PRDM10	biomart
NM_020230	ENST00000253107	PPAN	MANE
NM_020232	ENST00000317615	PSMG2	MANE
NM_020233	ENST00000379774	ADPRM	MANE
NM_020234	ENST00000251250	DTWD1	biomart
NM_020235	ENST00000415149	BBX	biomart
NM_020236	ENST00000315567	MRPL1	MANE
NM_020238	ENST00000278849	INCENP	biomart
NM_020239	ENST00000357235	CDC42SE1	MANE
NM_020240	ENST00000360515	CDC42SE2	biomart
NM_020242	ENST00000326047	KIF15	MANE
NM_020243	ENST00000216034	TOMM22	MANE
NM_020244	ENST00000229266	CHPT1	MANE
NM_020245	ENST00000367097	TULP4	MANE
NM_020246	ENST00000354161	SLC12A9	MANE
NM_020247	ENST00000366777	COQ8A	MANE
NM_020251	ENST00000360025	ARRB1	biomart
NM_020297	ENST00000261200	ABCC9	MANE
NM_020299	ENST00000359579	AKR1B10	MANE
NM_020300	ENST00000396210	MGST1	MANE
NM_020307	ENST00000295926	CCNL1	MANE
NM_020310	ENST00000174618	MNT	MANE
NM_020311	ENST00000272928	ACKR3	MANE
NM_020313	ENST00000394391	CIAPIN1	MANE
NM_020314	ENST00000417362	VPS35L	MANE
NM_020315	ENST00000215904	PDXP	MANE
NM_020318	ENST00000367662	PAPPA2	MANE
NM_020319	ENST00000306999	ANKMY2	MANE
NM_020320	ENST00000369536	RARS2	MANE
NM_020321	ENST00000297512	ASIC3	biomart
NM_020322	ENST00000357922	ASIC3	biomart
NM_020327	ENST00000542485	ACVR1B	biomart
NM_020328	ENST00000541224	ACVR1B	biomart
NM_020335	ENST00000368061	VANGL2	MANE
NM_020336	ENST00000262879	RALGAPB	MANE
NM_020337	ENST00000504087	ANKRD50	MANE
NM_020338	ENST00000334512	ZMIZ1	MANE
NM_020340	ENST00000251691	ARFGEF3	MANE
NM_020341	ENST00000378429	PAK5	biomart
NM_020343	ENST00000202677	RALGAPA2	MANE
NM_020344	ENST00000341998	SLC24A2	MANE
NM_020345	ENST00000425478	NKIRAS1	MANE
NM_020347	ENST00000296135	LZTFL1	MANE
NM_020348	ENST00000356713	CNNM1	MANE
NM_020349	ENST00000307518	ANKRD2	biomart
NM_020350	ENST00000314340	AGTRAP	MANE
NM_020351	ENST00000652472	COL8A1	MANE
NM_020353	ENST00000354952	PLSCR4	MANE
NM_020356	ENST00000679887	CASS4	MANE
NM_020358	ENST00000329758	TRIM49	MANE
NM_020361	ENST00000297770	CPA6	MANE
NM_020362	ENST00000246151	PITHD1	MANE
NM_020366	ENST00000400017	RPGRIP1	MANE
NM_020367	ENST00000228820	PARP11	MANE
NM_020368	ENST00000254803	UTP3	MANE
NM_020369	ENST00000265825	FSCN3	MANE
NM_020370	ENST00000267015	GPR84	MANE
NM_020371	ENST00000306730	AVEN	MANE
NM_020372	ENST00000397267	SLC22A17	biomart
NM_020374	ENST00000261250	FERRY3	MANE
NM_020375	ENST00000179259	TIGAR	MANE
NM_020376	ENST00000336615	PNPLA2	MANE
NM_020377	ENST00000682523	CYSLTR2	biomart
NM_020378	ENST00000205194	NAT14	MANE
NM_020379	ENST00000374332	MAN1C1	MANE
NM_020381	ENST00000369037	PDSS2	MANE
NM_020384	ENST00000336803	CLDN2	MANE
NM_020385	ENST00000371942	REXO4	MANE
NM_020386	ENST00000264735	PLAAT1	MANE
NM_020387	ENST00000361084	RAB25	MANE
NM_020389	ENST00000513104	TRPC7	MANE
NM_020394	ENST00000339986	ZNF695	MANE
NM_020395	ENST00000340139	INTS12	MANE
NM_020396	ENST00000260442	BCL2L10	MANE
NM_020397	ENST00000378845	CAMK1D	biomart
NM_020398	ENST00000354280	EPPIN	MANE
NM_020399	ENST00000368498	GOPC	MANE
NM_020402	ENST00000250699	CHRNA10	MANE
NM_020403	ENST00000544246	PCDH9	biomart
NM_020404	ENST00000311330	CD248	MANE
NM_020405	ENST00000315392	PLXDC1	MANE
NM_020406	ENST00000618265	CD177	MANE
NM_020408	ENST00000330636	LYRM4	MANE
NM_020409	ENST00000476781	MRPL47	MANE
NM_020412	ENST00000526991	CHMP1B	MANE
NM_020415	ENST00000221515	RETN	MANE
NM_020416	ENST00000382599	PPP2R2C	MANE
NM_020418	ENST00000428823	PCBP4	biomart
NM_020421	ENST00000238561	ADCK1	MANE
NM_020422	ENST00000261388	LDAF1	biomart
NM_020423	ENST00000367771	SCYL3	MANE
NM_020424	ENST00000901108	LYRM1	biomart
NM_020425	ENST00000229570	SMIM8	biomart
NM_020426	ENST00000615905	LYZL6	MANE
NM_020427	ENST00000246515	SLURP1	MANE
NM_020429	ENST00000361125	SMURF1	biomart
NM_020431	ENST00000298351	TMEM63C	MANE
NM_020432	ENST00000888889	PHTF2	biomart
NM_020433	ENST00000372980	JPH2	MANE
NM_020435	ENST00000366714	GJC2	MANE
NM_020436	ENST00000217086	SALL4	MANE
NM_020437	ENST00000215906	ASPHD2	MANE
NM_020438	ENST00000372546	DOLPP1	MANE
NM_020439	ENST00000361322	CAMK1G	MANE
NM_020440	ENST00000393203	PTGFRN	MANE
NM_020441	ENST00000341356	CORO1B	MANE
NM_020442	ENST00000676266	VARS2	MANE
NM_020443	ENST00000367296	NAV1	biomart
NM_020447	ENST00000357635	FAM219B	MANE
NM_020448	ENST00000374399	NIPAL3	MANE
NM_020451	ENST00000361547	SELENON	biomart
NM_020455	ENST00000230173	ADGRG6	biomart
NM_020456	ENST00000361840	SPRYD7	MANE
NM_020457	ENST00000303596	THAP11	MANE
NM_020458	ENST00000319190	TTC7A	MANE
NM_020459	ENST00000244221	PAIP2B	MANE
NM_020461	ENST00000248846	TUBGCP6	MANE
NM_020463	ENST00000611717	PPP4R3B	biomart
NM_020464	ENST00000427025	NHSL1	biomart
NM_020465	ENST00000258187	NDRG4	biomart
NM_020468	ENST00000346348	SNX14	biomart
NM_020469	ENST00000644422	ABO	MANE
NM_020474	ENST00000269195	GALNT1	MANE
NM_020475	ENST00000347528	ANK1	biomart
NM_020476	ENST00000347528	ANK1	biomart
NM_020477	ENST00000347528	ANK1	biomart
NM_020478	ENST00000314214	ANK1	biomart
NM_020480	ENST00000348036	ANK1	biomart
NM_020482	ENST00000326771	FHL5	biomart
NM_020485	ENST00000294413	RHCE	MANE
NM_020524	ENST00000368463	PBXIP1	MANE
NM_020525	ENST00000538666	IL22	MANE
NM_020526	ENST00000166244	EPHA8	MANE
NM_020528	ENST00000400314	PCBP3	biomart
NM_020529	ENST00000216797	NFKBIA	MANE
NM_020530	ENST00000215781	OSM	MANE
NM_020531	ENST00000217456	APMAP	MANE
NM_020532	ENST00000337526	RTN4	MANE
NM_020535	ENST00000613155	KIR2DL5A	MANE
NM_020536	ENST00000676935	KAT14	biomart
NM_020546	ENST00000338316	ADCY2	MANE
NM_020547	ENST00000257863	AMHR2	MANE
NM_020548	ENST00000535757	DBI	biomart
NM_020630	ENST00000340058	RET	biomart
NM_020631	ENST00000377728	PLEKHG5	MANE
NM_020633	ENST00000321039	VN1R1	MANE
NM_020634	ENST00000329913	GDF3	MANE
NM_020637	ENST00000215530	FGF22	MANE
NM_020638	ENST00000237837	FGF23	MANE
NM_020639	ENST00000332512	RIPK4	MANE
NM_020640	ENST00000292782	DCUN1D1	MANE
NM_020641	ENST00000380032	EQTN	MANE
NM_020642	ENST00000309377	AKIP1	MANE
NM_020645	ENST00000309166	NRIP3	MANE
NM_020646	ENST00000531618	ASCL3	MANE
NM_020647	ENST00000342232	JPH1	MANE
NM_020648	ENST00000262120	TWSG1	MANE
NM_020649	ENST00000269385	CBX8	MANE
NM_020650	ENST00000270645	RCN3	MANE
NM_020651	ENST00000358912	PELI1	MANE
NM_020652	ENST00000583566	ZNF286A	biomart
NM_020653	ENST00000395825	ZNF287	MANE
NM_020654	ENST00000394095	SENP7	MANE
NM_020655	ENST00000284262	JPH3	MANE
NM_020657	ENST00000282286	ZNF304	MANE
NM_020660	ENST00000290374	GJD2	MANE
NM_020661	ENST00000229335	AICDA	MANE
NM_020662	ENST00000378386	MRS2	MANE
NM_020663	ENST00000316754	RHOJ	MANE
NM_020665	ENST00000380342	CLTRN	MANE
NM_020666	ENST00000316308	CLK4	MANE
NM_020672	ENST00000344616	S100A14	MANE
NM_020673	ENST00000244040	RAB22A	MANE
NM_020675	ENST00000282074	SPC25	MANE
NM_020677	ENST00000283429	NMRAL1	MANE
NM_020678	ENST00000273286	LRTM1	MANE
NM_020679	ENST00000245551	MIF4GD	biomart
NM_020680	ENST00000270176	SCYL1	MANE
NM_020682	ENST00000369880	AS3MT	MANE
NM_020683	ENST00000369716	TMIGD3	MANE
NM_020689	ENST00000328041	SLC24A3	MANE
NM_020690	ENST00000532219	ANKHD1-EIF4EBP3	biomart
NM_020692	ENST00000337827	GALNT16	biomart
NM_020693	ENST00000651296	DSCAML1	MANE
NM_020695	ENST00000170168	REXO1	MANE
NM_020696	ENST00000296121	KIAA1143	MANE
NM_020697	ENST00000287042	KCNS2	MANE
NM_020699	ENST00000368655	GATAD2B	MANE
NM_020700	ENST00000228705	PPM1H	MANE
NM_020701	ENST00000393295	ISY1	MANE
NM_020702	ENST00000297625	MYORG	MANE
NM_020703	ENST00000369864	AMIGO1	MANE
NM_020704	ENST00000249344	STRIP2	MANE
NM_020705	ENST00000567020	TBC1D24	biomart
NM_020706	ENST00000286835	SCAF4	MANE
NM_020708	ENST00000243964	SLC12A5	MANE
NM_020709	ENST00000599531	PNMA8B	MANE
NM_020710	ENST00000378251	LRRC47	MANE
NM_020711	ENST00000410096	ERMN	MANE
NM_020713	ENST00000369888	ZNF512B	MANE
NM_020714	ENST00000311437	ZNF490	MANE
NM_020715	ENST00000329153	PLEKHH1	MANE
NM_020716	ENST00000529750	GRAMD1B	biomart
NM_020717	ENST00000376020	SHROOM4	MANE
NM_020718	ENST00000219689	USP31	MANE
NM_020719	ENST00000418929	PRR12	MANE
NM_020721	ENST00000402510	KIAA1210	biomart
NM_020722	ENST00000264229	CRACD	biomart
NM_020725	ENST00000419735	ATXN7L1	MANE
NM_020726	ENST00000380985	NLN	MANE
NM_020727	ENST00000398511	ZBTB21	biomart
NM_020728	ENST00000251527	ESYT2	biomart
NM_020729	ENST00000294678	ODF2L	biomart
NM_020730	ENST00000374355	DLG3	biomart
NM_020731			unmapped
NM_020732			unmapped
NM_020733	ENST00000311127	HEG1	MANE
NM_020737	ENST00000338305	LRFN2	MANE
NM_020738	ENST00000256707	KIDINS220	MANE
NM_020739	ENST00000310958	CCPG1	biomart
NM_020741	ENST00000265068	CFAP92	biomart
NM_020742	ENST00000275857	NLGN4X	biomart
NM_020744	ENST00000407270	MTA3	biomart
NM_020745	ENST00000244571	AARS2	MANE
NM_020746	ENST00000428216	MAVS	MANE
NM_020747	ENST00000513986	ZNF608	MANE
NM_020749	ENST00000297488	MTUS1	biomart
NM_020750	ENST00000265351	XPO5	MANE
NM_020751	ENST00000455146	COG6	MANE
NM_020752	ENST00000376351	GPR158	MANE
NM_020753	ENST00000321617	CASKIN2	MANE
NM_020754	ENST00000264245	ARHGAP31	MANE
NM_020755	ENST00000339697	SERINC1	MANE
NM_020759	ENST00000290607	STARD9	MANE
NM_020760	ENST00000260983	HECW2	biomart
NM_020761	ENST00000306801	RPTOR	MANE
NM_020762	ENST00000355086	SRGAP1	MANE
NM_020764	ENST00000343516	CASKIN1	MANE
NM_020765	ENST00000375254	UBR4	MANE
NM_020766	ENST00000420881	PCDH19	biomart
NM_020768	ENST00000512467	KCTD16	MANE
NM_020769	ENST00000465301	RTL9	biomart
NM_020770	ENST00000271636	CGN	MANE
NM_020771	ENST00000262903	HACE1	MANE
NM_020774	ENST00000261537	MIB1	MANE
NM_020775	ENST00000369939	ELAPOR1	MANE
NM_020776	ENST00000280020	KIAA1328	MANE
NM_020777	ENST00000507866	SORCS2	MANE
NM_020778	ENST00000258888	ALPK3	MANE
NM_020779	ENST00000281405	WDR35	MANE
NM_020780	ENST00000294484	DISP3	MANE
NM_020781	ENST00000426851	ZNF398	biomart
NM_020782	ENST00000381271	KLHL42	MANE
NM_020784	ENST00000281741	TXNDC16	MANE
NM_020785	ENST00000503658	CC2D2A	biomart
NM_020786	ENST00000311765	PDP2	MANE
NM_020787	ENST00000311331	ZNF624	MANE
NM_020789	ENST00000361509	IGSF9	biomart
NM_020791	ENST00000261716	TAOK1	MANE
NM_020792	ENST00000475381	NCEH1	MANE
NM_020794			unmapped
