gene	n_isoforms	n_pos_go	mean_go_corr	fsi	top_consistency	specialization_ratio	has_domain_loss	scenario
ENSG00000168310.12	5	11	0.1617	0.8383	0.4545	0.0146	False	S2
ENSG00000061987.16	4	3	0.8519	0.1481	1.0000	0.6977	False	S1
ENSG00000164117.14	3	2	-1.0000	2.0000	0.5000	0.9592	True	S2
ENSG00000137497.19	3	6	1.0000	0.0000	1.0000	0.2867	False	S1
ENSG00000115459.18	5	2	-0.6667	1.6667	0.5000	0.1898	False	S2
ENSG00000168256.18	5	3	1.0000	0.0000	1.0000	0.0079	True	S1
ENSG00000144824.21	6	2	0.0323	0.9677	0.5000	0.0454	True	S2
ENSG00000173599.15	3	5	-0.2000	1.2000	0.6000	0.0674	False	S2
ENSG00000114423.23	5	6	0.7500	0.2500	1.0000	0.8155	True	S1
ENSG00000065911.13	4	3	-0.3333	1.3333	0.6667	0.0594	False	S2
ENSG00000008838.21	3	3	0.6667	0.3333	0.6667	1.9800	False	Mixed
ENSG00000185551.15	5	8	0.1429	0.8571	0.7500	0.4306	True	S2
ENSG00000173575.24	6	8	0.4156	0.5844	0.6250	1.4355	True	Mixed
ENSG00000140553.18	5	3	-0.3333	1.3333	0.6667	0.0001	True	S2
ENSG00000161642.18	7	3	0.7037	0.2963	0.6667	0.0200	True	Mixed
ENSG00000196159.14	4	2	-1.0000	2.0000	0.5000	0.0246	True	S2
ENSG00000100650.16	9	4	0.5133	0.4867	0.5000	0.4191	False	Mixed
ENSG00000133706.20	13	3	0.0850	0.9150	0.6667	0.8820	False	S2
ENSG00000115484.15	4	4	0.0000	1.0000	0.7500	0.0073	True	S2
ENSG00000187193.9	3	3	-0.3333	1.3333	0.3333	0.0404	False	S2
ENSG00000001631.17	16	2	-0.0819	1.0819	0.5000	0.1864	True	S2
ENSG00000109475.18	3	4	0.0000	1.0000	0.7500	0.0009	False	S2
ENSG00000170634.13	4	2	0.8000	0.2000	0.5000	2.3943	False	Mixed
ENSG00000166164.17	3	5	0.2000	0.8000	0.8000	0.0092	True	S2
ENSG00000015479.20	6	6	-0.0796	1.0796	0.5000	0.0062	False	S2
ENSG00000127948.17	4	4	0.0000	1.0000	0.7500	0.0052	False	S2
ENSG00000043143.22	7	2	0.7500	0.2500	1.0000	0.0221	True	S1
ENSG00000179335.20	4	8	0.1429	0.8571	0.7500	0.0236	False	S2
ENSG00000110031.13	3	2	-1.0000	2.0000	0.5000	0.0198	False	S2
ENSG00000149925.22	6	5	0.5200	0.4800	0.6000	0.0195	False	Mixed
ENSG00000213639.11	4	3	1.0000	0.0000	1.0000	0.0003	False	S1
ENSG00000109083.14	3	2	0.5000	0.5000	0.5000	0.1113	False	Mixed
ENSG00000178252.19	8	2	-0.3333	1.3333	0.5000	0.0851	False	S2
ENSG00000151239.14	3	7	1.0000	0.0000	1.0000	2.4908	False	S1
ENSG00000132436.13	3	5	0.2000	0.8000	0.8000	0.6950	True	S2
ENSG00000172164.15	4	2	1.0000	0.0000	1.0000	1.2861	True	S1
ENSG00000132153.15	5	6	-0.0105	1.0105	0.5000	0.0073	False	S2
ENSG00000141027.23	8	5	0.4940	0.5060	0.4000	0.6131	True	Mixed
ENSG00000103353.16	3	2	1.0000	0.0000	1.0000	6.8388	False	S1
ENSG00000106571.15	3	12	0.1818	0.8182	0.7500	0.0015	False	S2
ENSG00000184619.8	5	2	1.0000	0.0000	1.0000	0.0110	True	S1
ENSG00000154330.13	4	2	1.0000	0.0000	1.0000	4.4830	True	S1
ENSG00000169031.21	3	4	1.0000	0.0000	1.0000	0.3662	False	S1
ENSG00000182247.11	3	2	1.0000	0.0000	1.0000	0.7151	False	S1
ENSG00000111653.20	3	2	0.5000	0.5000	0.5000	0.0025	False	Mixed
ENSG00000085644.15	7	3	1.0000	0.0000	1.0000	1.6908	False	S1
ENSG00000132388.13	3	3	0.6667	0.3333	1.0000	0.7033	False	Mixed
ENSG00000116044.17	8	11	0.7404	0.2596	0.5455	2.2711	False	Mixed
ENSG00000167965.18	10	3	-0.3333	1.3333	0.6667	0.0469	True	S2
ENSG00000007168.15	4	6	0.8267	0.1733	0.6667	0.1493	False	Mixed
ENSG00000133612.20	10	3	-0.0549	1.0549	0.6667	1.4463	True	S2
ENSG00000214022.12	6	5	0.2320	0.7680	0.8000	0.0613	True	S2
ENSG00000183091.21	12	3	0.3120	0.6880	0.6667	1.8080	True	Mixed
ENSG00000214063.12	8	2	-0.6203	1.6203	0.5000	0.4877	True	S2
ENSG00000011243.19	7	4	0.9130	0.0870	0.5000	0.0769	False	Mixed
ENSG00000070495.15	6	4	0.8000	0.2000	0.7500	0.0962	True	Mixed
ENSG00000076984.18	4	8	0.5000	0.5000	0.8750	0.0002	False	Mixed
ENSG00000088247.19	3	4	-0.3333	1.3333	0.5000	0.0004	False	S2
ENSG00000184939.16	3	5	-0.2000	1.2000	0.6000	0.0909	False	S2
ENSG00000141956.14	4	2	-1.0000	2.0000	0.5000	0.0152	False	S2
ENSG00000115464.15	4	2	-0.4000	1.4000	0.5000	0.9882	True	S2
ENSG00000152234.16	6	4	-0.3333	1.3333	0.5000	0.0447	False	S2
ENSG00000141068.17	8	5	0.7333	0.2667	1.0000	0.0446	False	S1
ENSG00000172466.16	3	7	1.0000	0.0000	1.0000	0.0899	True	S1
ENSG00000188517.17	4	2	-1.0000	2.0000	0.5000	0.0003	True	S2
ENSG00000092148.14	17	4	0.0175	0.9825	0.5000	0.4140	True	S2
ENSG00000163539.19	7	3	0.1905	0.8095	0.3333	1.8843	True	S2
ENSG00000185739.13	7	2	1.0000	0.0000	1.0000	5.7795	False	S1
ENSG00000015475.19	4	2	-0.3333	1.3333	0.5000	0.0300	False	S2
ENSG00000048740.19	11	2	1.0000	0.0000	1.0000	0.0181	True	S1
ENSG00000088832.18	3	2	0.5000	0.5000	0.5000	0.0219	False	Mixed
ENSG00000198081.11	5	7	1.0000	0.0000	1.0000	0.4340	True	S1
ENSG00000088387.22	7	3	-0.2564	1.2564	0.3333	0.8211	True	S2
ENSG00000188257.12	3	2	-1.0000	2.0000	0.5000	0.7860	False	S2
ENSG00000099957.17	3	4	-0.2500	1.2500	0.5000	0.0033	False	S2
ENSG00000068796.19	9	4	0.6839	0.3161	0.7500	2.8163	True	Mixed
ENSG00000082898.19	9	4	0.6055	0.3945	0.7500	0.0153	True	Mixed
ENSG00000164828.18	14	2	0.0752	0.9248	0.5000	0.1173	True	S2
ENSG00000115392.13	4	4	0.8667	0.1333	1.0000	2.1311	False	S1
ENSG00000168137.20	8	2	-0.2439	1.2439	0.5000	0.0076	True	S2
ENSG00000115904.15	6	5	0.8588	0.1412	0.6000	0.1386	True	Mixed
ENSG00000138081.22	9	4	-0.1754	1.1754	0.2500	0.8668	True	S2
ENSG00000152700.14	3	4	1.0000	0.0000	1.0000	0.1758	False	S1
ENSG00000106443.17	6	3	-0.1373	1.1373	0.3333	0.0607	False	S2
ENSG00000184113.10	6	3	1.0000	0.0000	1.0000	0.0694	False	S1
ENSG00000100106.22	5	4	-0.0208	1.0208	0.7500	0.4344	False	S2
ENSG00000183765.24	3	9	0.3889	0.6111	0.6667	0.1153	True	Mixed
ENSG00000243989.9	3	3	-0.3333	1.3333	0.6667	0.0123	False	S2
ENSG00000049323.16	4	4	0.5000	0.5000	0.5000	0.0930	True	Mixed
ENSG00000196498.15	5	5	0.6444	0.3556	0.8000	1.1829	True	Mixed
ENSG00000170264.13	4	3	0.8519	0.1481	0.6667	0.0321	False	Mixed
ENSG00000048052.25	7	5	0.5214	0.4786	0.4000	3.2878	True	Mixed
ENSG00000057935.14	5	6	-0.1917	1.1917	0.5000	0.0232	True	S2
ENSG00000104805.17	6	3	-0.3333	1.3333	0.6667	0.0058	False	S2
ENSG00000079337.16	6	3	-0.3333	1.3333	0.6667	0.0006	False	S2
ENSG00000100242.16	3	3	0.6667	0.3333	0.6667	0.0058	False	Mixed
ENSG00000137266.15	5	2	1.0000	0.0000	1.0000	0.0007	False	S1
ENSG00000064393.16	5	9	-0.1111	1.1111	0.5556	0.0002	True	S2
ENSG00000129351.18	10	3	0.3375	0.6625	0.3333	0.0623	True	Mixed
ENSG00000204406.14	4	3	1.0000	0.0000	1.0000	0.6772	False	S1
ENSG00000101849.18	6	5	0.2000	0.8000	0.8000	0.0253	True	S2
ENSG00000128573.28	3	9	0.5556	0.4444	0.8889	0.0039	False	Mixed
ENSG00000074054.21	12	2	0.4000	0.6000	0.5000	12.8858	True	Mixed
ENSG00000187514.17	3	4	0.7500	0.2500	1.0000	0.8789	False	S1
ENSG00000148218.16	6	4	1.0000	0.0000	1.0000	0.0806	False	S1
ENSG00000163219.12	3	2	1.0000	0.0000	1.0000	0.0030	False	S1
ENSG00000204843.13	3	3	0.6667	0.3333	0.6667	0.0601	True	Mixed
ENSG00000163092.22	5	3	-0.3333	1.3333	0.3333	0.0352	True	S2
ENSG00000122643.24	4	2	1.0000	0.0000	1.0000	0.2442	False	S1
ENSG00000169221.14	3	2	-1.0000	2.0000	0.5000	0.8068	False	S2
ENSG00000115594.12	4	2	1.0000	0.0000	1.0000	0.3144	False	S1
ENSG00000196504.21	4	2	0.3333	0.6667	1.0000	0.0029	False	Mixed
ENSG00000132305.22	4	2	-1.0000	2.0000	0.5000	0.1880	False	S2
ENSG00000113282.14	5	3	0.7333	0.2667	0.6667	1.8402	False	Mixed
ENSG00000100284.22	4	2	-1.0000	2.0000	0.5000	0.4902	False	S2
ENSG00000197885.11	3	2	1.0000	0.0000	1.0000	0.0007	False	S1
ENSG00000214655.11	4	2	0.8000	0.2000	1.0000	13.9990	False	S1
ENSG00000100129.18	3	2	1.0000	0.0000	1.0000	0.0481	False	S1
ENSG00000113108.20	4	2	1.0000	0.0000	1.0000	0.5520	True	S1
ENSG00000177463.16	3	9	0.8056	0.1944	0.7778	1.7493	True	Mixed
ENSG00000129103.19	6	2	0.8857	0.1143	1.0000	1.8902	False	S1
ENSG00000170445.16	4	4	0.3000	0.7000	0.7500	0.0430	False	Mixed
ENSG00000198838.15	3	2	1.0000	0.0000	1.0000	1.3757	True	S1
ENSG00000108799.13	3	5	0.8000	0.2000	0.8000	0.0080	False	S1
ENSG00000119042.18	3	10	0.6000	0.4000	0.9000	0.0055	False	Mixed
ENSG00000008311.16	3	2	1.0000	0.0000	1.0000	298.6126	False	S1
ENSG00000115556.14	4	3	1.0000	0.0000	1.0000	0.1278	True	S1
ENSG00000067560.14	5	5	0.3053	0.6947	0.6000	0.1579	False	Mixed
ENSG00000166348.20	9	2	1.0000	0.0000	1.0000	0.7219	True	S1
ENSG00000170949.18	3	2	1.0000	0.0000	1.0000	2.2142	True	S1
ENSG00000119403.15	3	3	1.0000	0.0000	1.0000	5.6473	False	S1
ENSG00000109854.14	4	3	1.0000	0.0000	1.0000	1.1681	False	S1
ENSG00000115593.15	3	2	1.0000	0.0000	1.0000	2.7831	True	S1
ENSG00000104375.17	3	7	1.0000	0.0000	1.0000	0.0643	False	S1
ENSG00000104343.21	8	3	0.8974	0.1026	1.0000	2.1640	True	S1
ENSG00000170653.19	6	7	0.4286	0.5714	0.8571	0.2761	True	Mixed
ENSG00000147044.23	3	6	0.2333	0.7667	0.6667	1.6117	True	S2
ENSG00000115760.16	5	2	1.0000	0.0000	1.0000	0.1500	False	S1
ENSG00000196569.14	6	3	0.7255	0.2745	0.6667	4.3776	True	Mixed
ENSG00000184220.12	4	2	1.0000	0.0000	1.0000	1.6497	False	S1
ENSG00000169714.17	7	5	0.0327	0.9673	0.6000	0.0168	False	S2
ENSG00000141404.17	3	4	0.0000	1.0000	0.7500	0.0270	True	S2
ENSG00000182220.15	5	2	1.0000	0.0000	1.0000	0.6342	False	S1
ENSG00000147133.18	3	8	-0.0714	1.0714	0.6250	0.0672	False	S2
ENSG00000089335.22	14	3	-0.1304	1.1304	0.6667	0.0527	True	S2
ENSG00000185946.16	3	2	1.0000	0.0000	1.0000	0.0019	False	S1
ENSG00000145860.13	6	2	1.0000	0.0000	1.0000	22.1828	True	S1
ENSG00000065054.14	6	5	0.0294	0.9706	0.4000	0.0226	False	S2
ENSG00000198728.11	3	10	1.0000	0.0000	1.0000	4.3547	False	S1
ENSG00000102984.15	5	4	0.0000	1.0000	0.7500	0.2817	False	S2
ENSG00000163412.13	3	2	1.0000	0.0000	1.0000	0.0235	False	S1
ENSG00000075624.17	16	4	0.9715	0.0285	0.7500	0.0551	True	Mixed
ENSG00000070371.16	3	2	-1.0000	2.0000	0.5000	0.2460	False	S2
ENSG00000017260.20	11	3	0.3167	0.6833	0.6667	0.0000	True	Mixed
ENSG00000070961.17	3	3	-0.3333	1.3333	0.6667	2.5399	True	S2
ENSG00000175866.16	3	2	1.0000	0.0000	1.0000	0.0032	False	S1
ENSG00000177565.19	9	5	0.4750	0.5250	0.6000	1.2294	True	Mixed
ENSG00000221983.8	7	2	0.1667	0.8333	0.5000	0.0063	False	S2
ENSG00000169398.20	9	7	0.0716	0.9284	0.4286	0.5348	True	S2
ENSG00000198740.9	3	3	1.0000	0.0000	1.0000	0.0534	True	S1
ENSG00000185920.19	6	3	-0.3333	1.3333	0.6667	0.0516	False	S2
ENSG00000100888.15	5	6	0.3333	0.6667	0.8333	0.7505	False	Mixed
ENSG00000185627.19	3	2	-0.5000	1.5000	0.5000	0.1040	False	S2
ENSG00000123411.15	4	6	-0.2000	1.2000	0.5000	0.0021	True	S2
ENSG00000163946.14	5	4	-0.2632	1.2632	0.2500	0.0952	False	S2
ENSG00000136485.16	8	2	1.0000	0.0000	1.0000	0.0084	True	S1
ENSG00000174485.16	3	3	-0.3333	1.3333	0.6667	0.0053	False	S2
ENSG00000115365.13	4	3	1.0000	0.0000	1.0000	0.1027	False	S1
ENSG00000118507.19	3	2	-0.5000	1.5000	0.5000	0.0033	False	S2
ENSG00000145191.15	6	2	-0.4545	1.4545	0.5000	0.0154	True	S2
ENSG00000136279.21	16	6	0.0014	0.9986	0.3333	0.0829	True	S2
ENSG00000106628.13	12	2	0.7714	0.2286	0.5000	1.5303	False	Mixed
ENSG00000115170.16	8	6	-0.1238	1.1238	0.6667	0.0164	True	S2
ENSG00000204514.11	3	2	-1.0000	2.0000	0.5000	1.2087	False	S2
ENSG00000166289.6	4	3	0.1111	0.8889	0.6667	1.4838	True	S2
ENSG00000137752.25	4	3	0.8519	0.1481	1.0000	0.0246	False	S1
ENSG00000100150.20	3	4	0.0000	1.0000	0.5000	1.9640	True	S2
ENSG00000114062.22	10	4	0.4156	0.5844	0.5000	0.6551	False	Mixed
ENSG00000081692.13	4	2	1.0000	0.0000	1.0000	1.1286	True	S1
ENSG00000189077.11	3	2	0.5000	0.5000	0.5000	2.0955	False	Mixed
ENSG00000165626.19	3	2	-0.5000	1.5000	0.5000	1.7965	False	S2
ENSG00000135473.16	6	3	-0.3333	1.3333	0.3333	0.7715	False	S2
ENSG00000150764.14	3	2	-0.5000	1.5000	0.5000	0.0126	True	S2
ENSG00000102901.13	3	3	-0.3333	1.3333	0.6667	0.1605	False	S2
ENSG00000140474.14	15	5	0.1802	0.8198	0.6000	2.8193	True	S2
ENSG00000132600.18	5	2	0.2500	0.7500	1.0000	0.0002	False	S2
ENSG00000243156.9	8	3	1.0000	0.0000	1.0000	0.9661	True	S1
ENSG00000198513.15	6	4	0.0000	1.0000	0.7500	0.0021	False	S2
ENSG00000185189.18	5	4	1.0000	0.0000	1.0000	1.7439	True	S1
ENSG00000156804.7	3	2	1.0000	0.0000	1.0000	0.2141	False	S1
ENSG00000151967.19	5	2	0.1000	0.9000	0.5000	0.0274	False	S2
ENSG00000063601.17	3	2	0.5000	0.5000	0.5000	0.0005	False	Mixed
ENSG00000104341.17	3	2	-1.0000	2.0000	0.5000	0.0001	False	S2
ENSG00000172508.11	3	3	1.0000	0.0000	1.0000	0.0129	False	S1
ENSG00000187239.19	12	2	0.8029	0.1971	1.0000	0.0203	True	S1
ENSG00000147789.16	7	3	0.6905	0.3095	0.6667	0.3455	True	Mixed
ENSG00000163995.22	7	3	0.9048	0.0952	1.0000	5.7844	True	S1
ENSG00000164164.17	3	4	0.0000	1.0000	0.7500	0.2431	False	S2
ENSG00000182899.17	3	3	1.0000	0.0000	1.0000	8.8845	False	S1
ENSG00000103356.18	4	2	1.0000	0.0000	1.0000	0.2330	False	S1
ENSG00000058272.19	3	2	0.5000	0.5000	0.5000	0.0363	False	Mixed
ENSG00000140332.18	8	3	-0.3333	1.3333	0.6667	0.0001	False	S2
ENSG00000149091.15	11	2	0.4286	0.5714	0.5000	1.1621	True	Mixed
ENSG00000035664.11	7	7	0.8571	0.1429	0.5714	3.1162	True	Mixed
ENSG00000092108.22	6	2	0.7714	0.2286	0.5000	0.0888	False	Mixed
ENSG00000101158.15	7	2	0.6667	0.3333	1.0000	0.3031	False	Mixed
ENSG00000181090.21	3	2	-1.0000	2.0000	0.5000	0.3504	True	S2
ENSG00000172236.19	3	2	0.5000	0.5000	0.5000	0.0033	True	Mixed
ENSG00000169554.23	7	5	0.4291	0.5709	0.6000	3.1922	True	Mixed
ENSG00000204130.14	3	2	1.0000	0.0000	1.0000	5.1341	True	S1
ENSG00000111832.13	3	2	1.0000	0.0000	1.0000	0.4405	False	S1
ENSG00000109689.20	4	2	-1.0000	2.0000	0.5000	1.6101	True	S2
ENSG00000114126.18	5	5	0.5778	0.4222	0.8000	0.0948	False	Mixed
ENSG00000028310.18	3	3	1.0000	0.0000	1.0000	0.0110	False	S1
ENSG00000189283.11	4	4	1.0000	0.0000	1.0000	1.5327	False	S1
ENSG00000196262.15	3	3	1.0000	0.0000	1.0000	0.6603	True	S1
ENSG00000157764.14	5	8	0.5940	0.4060	0.6250	0.7478	True	Mixed
ENSG00000012048.26	3	12	1.0000	0.0000	1.0000	0.0578	False	S1
ENSG00000084623.12	6	2	0.6471	0.3529	0.5000	0.0531	True	Mixed
ENSG00000162601.12	3	3	-0.3333	1.3333	0.3333	0.0504	True	S2
ENSG00000174428.19	4	2	0.8000	0.2000	1.0000	1.3443	True	S1
ENSG00000163714.18	4	3	0.1111	0.8889	0.6667	2.1700	True	S2
ENSG00000144959.11	6	2	1.0000	0.0000	1.0000	140.6449	False	S1
ENSG00000106991.15	4	4	0.2593	0.7407	0.7500	0.1793	False	S2
ENSG00000197312.13	11	2	1.0000	0.0000	1.0000	0.0739	False	S1
ENSG00000113575.13	8	3	-0.3333	1.3333	0.3333	0.0272	True	S2
ENSG00000242265.6	6	5	-0.2000	1.2000	0.6000	0.1243	True	S2
ENSG00000172936.18	3	4	1.0000	0.0000	1.0000	0.6800	False	S1
ENSG00000127914.19	11	5	0.2783	0.7217	0.4000	0.1054	False	S2
ENSG00000173889.16	3	4	1.0000	0.0000	1.0000	0.2548	True	S1
ENSG00000067082.15	4	5	-0.2000	1.2000	0.6000	0.0957	False	S2
ENSG00000162086.16	9	4	0.2355	0.7645	0.5000	0.2342	True	S2
ENSG00000071127.18	7	2	0.8868	0.1132	1.0000	0.0196	True	S1
ENSG00000145362.21	19	5	0.5975	0.4025	0.4000	0.7226	True	Mixed
ENSG00000150471.17	5	4	0.0000	1.0000	0.7500	0.0553	True	S2
ENSG00000198431.18	7	3	0.2727	0.7273	0.3333	0.0568	False	S2
ENSG00000138767.14	4	2	1.0000	0.0000	1.0000	12.5459	False	S1
ENSG00000137601.18	9	5	0.8689	0.1311	1.0000	5.7680	True	S1
ENSG00000151612.18	8	3	1.0000	0.0000	1.0000	0.2617	True	S1
ENSG00000001084.13	3	3	-0.3333	1.3333	0.6667	0.9039	False	S2
ENSG00000124795.17	3	4	0.0000	1.0000	0.7500	0.0049	False	S2
ENSG00000183137.16	3	3	-0.3333	1.3333	0.6667	0.0633	False	S2
ENSG00000154582.18	5	2	1.0000	0.0000	1.0000	0.3221	False	S1
ENSG00000112237.13	3	2	1.0000	0.0000	1.0000	0.0002	False	S1
ENSG00000146373.17	3	3	1.0000	0.0000	1.0000	13.6072	False	S1
ENSG00000104517.13	4	5	-0.2000	1.2000	0.6000	0.0025	True	S2
ENSG00000104408.11	4	3	0.6000	0.4000	1.0000	0.0162	True	Mixed
ENSG00000113269.14	8	3	1.0000	0.0000	1.0000	1.3336	True	S1
ENSG00000173120.15	5	4	0.9474	0.0526	1.0000	0.4728	True	S1
ENSG00000139132.16	5	3	0.9298	0.0702	0.6667	0.2872	False	Mixed
ENSG00000074201.9	3	2	-1.0000	2.0000	0.5000	0.0001	False	S2
ENSG00000109846.9	8	6	0.4857	0.5143	0.5000	1.6563	False	Mixed
ENSG00000187079.20	3	7	1.0000	0.0000	1.0000	2.9133	False	S1
ENSG00000184209.15	3	4	1.0000	0.0000	1.0000	4.2547	True	S1
ENSG00000149273.15	4	10	-0.0815	1.0815	0.4000	0.5085	False	S2
ENSG00000137710.17	8	6	0.1646	0.8354	0.5000	1.5974	True	S2
ENSG00000187954.14	12	2	0.8182	0.1818	1.0000	3.0906	False	S1
ENSG00000173992.9	3	3	1.0000	0.0000	1.0000	1.2707	False	S1
ENSG00000254986.8	3	2	1.0000	0.0000	1.0000	0.0018	False	S1
ENSG00000118058.25	3	6	0.3333	0.6667	0.8333	0.0028	False	Mixed
ENSG00000078124.13	4	2	1.0000	0.0000	1.0000	0.0712	False	S1
ENSG00000151348.16	6	3	1.0000	0.0000	1.0000	10.9240	False	S1
ENSG00000151503.14	3	2	1.0000	0.0000	1.0000	0.2070	False	S1
ENSG00000184828.10	4	2	1.0000	0.0000	1.0000	168.5312	False	S1
ENSG00000090612.22	4	4	-0.3333	1.3333	0.5000	0.0185	True	S2
ENSG00000110888.19	9	2	-0.7368	1.7368	0.5000	0.5086	True	S2
ENSG00000125447.18	9	4	0.7965	0.2035	0.7500	0.4827	False	Mixed
ENSG00000185813.11	7	2	-0.9444	1.9444	0.5000	0.0093	False	S2
ENSG00000126749.17	4	3	-0.3333	1.3333	0.6667	0.0610	False	S2
ENSG00000185728.17	5	3	-0.1250	1.1250	0.6667	1.1279	False	S2
ENSG00000076053.12	6	3	-0.3333	1.3333	0.6667	0.1337	False	S2
ENSG00000081665.15	3	2	1.0000	0.0000	1.0000	552.4082	True	S1
ENSG00000153179.14	3	2	1.0000	0.0000	1.0000	0.1193	True	S1
ENSG00000123297.20	5	3	0.8246	0.1754	0.6667	4.6207	False	Mixed
ENSG00000100714.18	7	3	0.0123	0.9877	0.6667	0.0741	False	S2
ENSG00000181929.13	4	4	0.2593	0.7407	0.7500	0.0052	False	S2
ENSG00000175203.17	6	3	-0.3333	1.3333	0.6667	0.0440	False	S2
ENSG00000151746.15	4	3	0.8667	0.1333	1.0000	0.4569	False	S1
ENSG00000111245.18	6	2	-0.6129	1.6129	0.5000	0.0027	True	S2
ENSG00000258289.10	5	2	1.0000	0.0000	1.0000	18.4403	False	S1
ENSG00000111331.14	3	2	1.0000	0.0000	1.0000	5.8537	False	S1
ENSG00000166598.16	6	5	0.1226	0.8774	0.6000	0.0239	False	S2
ENSG00000089022.15	5	6	-0.0667	1.0667	0.6667	0.0000	False	S2
ENSG00000198707.17	11	2	1.0000	0.0000	1.0000	0.1341	True	S1
ENSG00000100749.9	3	7	-0.1429	1.1429	0.4286	0.0017	False	S2
ENSG00000119630.14	5	3	1.0000	0.0000	1.0000	0.0823	False	S1
ENSG00000126778.12	3	10	0.0222	0.9778	0.6000	0.2904	True	S2
ENSG00000176438.13	8	2	1.0000	0.0000	1.0000	0.0038	False	S1
ENSG00000140479.18	5	2	-0.5789	1.5789	0.5000	0.5941	False	S2
ENSG00000205336.14	6	4	1.0000	0.0000	1.0000	0.0001	True	S1
ENSG00000162032.16	7	2	0.5849	0.4151	0.5000	0.0885	True	Mixed
ENSG00000140939.15	4	5	0.2000	0.8000	0.6000	0.1934	False	S2
ENSG00000189067.15	3	5	0.2000	0.8000	0.8000	0.2934	False	S2
ENSG00000266028.8	4	5	0.2000	0.8000	0.8000	0.0141	True	S2
ENSG00000263001.8	4	5	0.3400	0.6600	0.4000	0.0130	False	Mixed
ENSG00000132361.18	4	2	1.0000	0.0000	1.0000	0.0078	True	S1
ENSG00000079432.9	4	4	-0.1111	1.1111	0.5000	0.2189	True	S2
ENSG00000108370.17	3	3	1.0000	0.0000	1.0000	0.7765	True	S1
ENSG00000265681.8	3	3	-0.3333	1.3333	0.6667	0.0549	False	S2
ENSG00000266412.6	4	2	1.0000	0.0000	1.0000	0.4244	False	S1
ENSG00000099810.21	3	2	1.0000	0.0000	1.0000	0.1803	False	S1
ENSG00000175322.12	3	2	1.0000	0.0000	1.0000	16.3588	True	S1
ENSG00000099817.12	4	2	1.0000	0.0000	1.0000	0.3632	False	S1
ENSG00000130175.10	4	3	1.0000	0.0000	1.0000	0.0063	False	S1
ENSG00000108950.12	5	2	1.0000	0.0000	1.0000	1.0125	False	S1
ENSG00000160570.14	3	2	1.0000	0.0000	1.0000	1.9184	False	S1
ENSG00000197619.15	3	2	-1.0000	2.0000	0.5000	0.0265	True	S2
ENSG00000105701.16	3	3	-0.3333	1.3333	0.6667	0.0002	False	S2
ENSG00000171649.12	3	3	1.0000	0.0000	1.0000	0.0005	True	S1
ENSG00000178607.17	4	9	1.0000	0.0000	1.0000	2.2801	True	S1
ENSG00000101246.20	11	3	-0.3333	1.3333	0.6667	0.0212	True	S2
ENSG00000119402.18	11	2	-0.0435	1.0435	0.5000	0.6335	True	S2
ENSG00000117569.20	5	4	0.4667	0.5333	0.7500	0.0384	False	Mixed
ENSG00000006125.18	3	2	-1.0000	2.0000	0.5000	0.0001	False	S2
ENSG00000005206.17	5	2	-1.0000	2.0000	0.5000	0.0052	True	S2
ENSG00000087087.20	3	5	0.3500	0.6500	0.6000	0.0001	False	Mixed
ENSG00000275111.5	4	2	-0.3333	1.3333	0.5000	0.0004	True	S2
ENSG00000183718.6	4	3	-0.3333	1.3333	0.6667	0.0468	False	S2
ENSG00000088970.16	4	2	-1.0000	2.0000	0.5000	0.0472	False	S2
ENSG00000167110.19	4	5	-0.2000	1.2000	0.6000	0.0003	False	S2
ENSG00000274211.6	8	2	1.0000	0.0000	1.0000	0.0947	False	S1
ENSG00000276644.5	6	6	0.3333	0.6667	0.8333	0.0120	False	Mixed
ENSG00000188566.15	3	2	1.0000	0.0000	1.0000	0.7375	False	S1
ENSG00000152242.11	7	3	0.3711	0.6289	0.3333	0.0206	False	Mixed
ENSG00000215301.11	5	9	0.1556	0.8444	0.3333	0.0145	False	S2
ENSG00000290770.2	5	2	1.0000	0.0000	1.0000	0.0122	False	S1
ENSG00000243335.10	5	2	1.0000	0.0000	1.0000	0.0010	True	S1
ENSG00000167460.18	3	6	1.0000	0.0000	1.0000	0.1647	False	S1
ENSG00000113163.19	3	3	-0.3333	1.3333	0.6667	0.0213	True	S2
ENSG00000133657.17	7	2	1.0000	0.0000	1.0000	0.4462	False	S1
ENSG00000136156.15	3	2	1.0000	0.0000	1.0000	0.1402	False	S1
ENSG00000171793.17	4	2	-1.0000	2.0000	0.5000	0.2299	False	S2
ENSG00000117593.12	3	4	0.0000	1.0000	0.7500	0.0071	False	S2
ENSG00000140443.15	8	6	-0.0667	1.0667	0.6667	0.0001	False	S2
ENSG00000286219.2	3	2	-1.0000	2.0000	0.5000	0.0016	False	S2
ENSG00000175390.15	8	3	1.0000	0.0000	1.0000	0.7041	True	S1
ENSG00000134899.24	3	6	1.0000	0.0000	1.0000	0.0824	False	S1
ENSG00000182150.20	7	3	-0.3333	1.3333	0.6667	0.1156	True	S2
ENSG00000107862.7	7	2	0.2000	0.8000	0.5000	0.0059	False	S2
ENSG00000049167.16	4	2	-1.0000	2.0000	0.5000	0.0077	True	S2
ENSG00000197635.11	4	4	0.5556	0.4444	1.0000	0.2363	False	Mixed
ENSG00000148400.13	5	8	-0.0714	1.0714	0.6250	0.5257	False	S2
